,id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source,gwp_manufacturing_impact_total,energy_1h_load0,gwp_use_1h_load0_FRA,gwp_use_1h_load0_GBR,gwp_use_1h_load0_USA,energy_1h_load50,gwp_use_1h_load50_FRA,gwp_use_1h_load50_GBR,gwp_use_1h_load50_USA,energy_1h_load100,gwp_use_1h_load100_FRA,gwp_use_1h_load100_GBR,gwp_use_1h_load100_USA
339,m4.4xlarge.elasticsearch,16,64.0,0,0,0,platform_aws_m4-a,,0.0061,34.39557333333333,0.0034,0.0085,0.0127,88.30372444444444,0.0087,0.0217,0.0327,111.67625777777778,0.0109,0.0275,0.041
340,cache.m4.10xlarge,40,155.0,0,0,0,platform_aws_m4-b,,0.018,90.26710000000001,0.0088,0.0222,0.033,257.56336666666664,0.0252,0.063,0.095,330.11043333333333,0.0324,0.081,0.122
341,db.m4.10xlarge,40,160.0,0,0,0,platform_aws_m4-b,,0.018,92.1557,0.009,0.0227,0.034,259.45196666666664,0.0254,0.064,0.096,331.99903333333333,0.0325,0.082,0.123
342,m4.10xlarge,40,160.0,0,0,0,platform_aws_m4-b,,0.018,92.1557,0.009,0.0227,0.034,259.45196666666664,0.0254,0.064,0.096,331.99903333333333,0.0325,0.082,0.123
343,m4.10xlarge.elasticsearch,40,160.0,0,0,0,platform_aws_m4-b,,0.018,92.1557,0.009,0.0227,0.034,259.45196666666664,0.0254,0.064,0.096,331.99903333333333,0.0325,0.082,0.123
344,db.m4.16xlarge,64,256.0,0,0,0,platform_aws_m4-a,,0.024,137.58229333333333,0.0135,0.034,0.051,353.21489777777776,0.035,0.087,0.131,446.7050311111111,0.044,0.11,0.165
345,m4.16xlarge,64,256.0,0,0,0,platform_aws_m4-a,,0.024,137.58229333333333,0.0135,0.034,0.051,353.21489777777776,0.035,0.087,0.131,446.7050311111111,0.044,0.11,0.165
346,m5.large,2,8.0,0,0,0,m5.metal,,0.00069,4.607840416666666,0.00045,0.00113,0.0017,12.972376666666666,0.00127,0.00319,0.0048,16.5993975,0.00163,0.0041,0.0061
347,cache.m5.large,2,6.0,0,0,0,platform_aws_m5-b,,0.00058,3.654119583333333,0.00036,0.0009,0.00135,10.973386666666668,0.00108,0.0027,0.0041,14.147099166666665,0.00139,0.0035,0.0052
348,db.m5.large,2,8.0,0,0,0,platform_aws_m5-b,,0.00069,4.4095595833333325,0.00043,0.00108,0.00163,11.728826666666665,0.00115,0.00289,0.0043,14.902539166666667,0.00146,0.0037,0.0055
349,m5.large.elasticsearch,2,8.0,0,0,0,platform_aws_m5-b,,0.00069,4.4095595833333325,0.00043,0.00108,0.00163,11.728826666666665,0.00115,0.00289,0.0043,14.902539166666667,0.00146,0.0037,0.0055
350,m5.xlarge,4,16.0,0,0,0,m5.metal,,0.0014,9.215680833333332,0.0009,0.00227,0.0034,25.94475333333333,0.00254,0.0064,0.0096,33.198795,0.00325,0.0082,0.0123
351,cache.m5.xlarge,4,13.0,0,0,0,platform_aws_m5-b,,0.0012,7.685959166666666,0.00075,0.00189,0.00284,22.324493333333336,0.00219,0.0055,0.0083,28.67191833333333,0.00281,0.0071,0.0106
352,db.m5.xlarge,4,16.0,0,0,0,platform_aws_m5-b,,0.0014,8.819119166666665,0.00086,0.00217,0.00326,23.45765333333333,0.0023,0.0058,0.0087,29.805078333333334,0.00292,0.0073,0.011
353,m5.xlarge.elasticsearch,4,16.0,0,0,0,platform_aws_m5-b,,0.0014,8.819119166666665,0.00086,0.00217,0.00326,23.45765333333333,0.0023,0.0058,0.0087,29.805078333333334,0.00292,0.0073,0.011
354,m5.2xlarge,8,32.0,0,0,0,m5.metal,,0.0027,18.431361666666664,0.00181,0.0045,0.0068,51.88950666666666,0.0051,0.0128,0.0192,66.39759,0.0065,0.0163,0.0246
355,cache.m5.2xlarge,8,26.0,0,0,0,platform_aws_m5-b,,0.0024,15.371918333333332,0.00151,0.0038,0.0057,44.64898666666667,0.0044,0.011,0.0165,57.34383666666666,0.0056,0.0141,0.0212
356,db.m5.2xlarge,8,32.0,0,0,0,platform_aws_m5-b,,0.0028,17.63823833333333,0.00173,0.0043,0.0065,46.91530666666666,0.0046,0.0115,0.0174,59.61015666666667,0.0058,0.0147,0.0221
357,m5.2xlarge.elasticsearch,8,32.0,0,0,0,platform_aws_m5-b,,0.0028,17.63823833333333,0.00173,0.0043,0.0065,46.91530666666666,0.0046,0.0115,0.0174,59.61015666666667,0.0058,0.0147,0.0221
358,m5.4xlarge,16,64.0,0,0,0,m5.metal,,0.0055,36.86272333333333,0.0036,0.0091,0.0136,103.77901333333332,0.0102,0.0255,0.038,132.79518,0.013,0.0327,0.049
359,cache.m5.4xlarge,16,52.0,0,0,0,platform_aws_m5-b,,0.0049,30.743836666666663,0.00301,0.0076,0.0114,89.29797333333335,0.0088,0.022,0.033,114.68767333333332,0.0112,0.0282,0.042
360,db.m5.4xlarge,16,64.0,0,0,0,platform_aws_m5-b,,0.0055,35.27647666666666,0.0035,0.0087,0.0131,93.83061333333332,0.0092,0.0231,0.035,119.22031333333334,0.0117,0.0293,0.044
361,m5.4xlarge.elasticsearch,16,64.0,0,0,0,platform_aws_m5-b,,0.0055,35.27647666666666,0.0035,0.0087,0.0131,93.83061333333332,0.0092,0.0231,0.035,119.22031333333334,0.0117,0.0293,0.044
362,db.m5.8xlarge,32,128.0,0,0,0,platform_aws_m5-b,,0.011,70.55295333333332,0.0069,0.0174,0.0261,187.66122666666664,0.0184,0.046,0.069,238.44062666666667,0.0234,0.059,0.088
363,m5.8xlarge,32,128.0,0,0,0,platform_aws_m5-b,,0.011,70.55295333333332,0.0069,0.0174,0.0261,187.66122666666664,0.0184,0.046,0.069,238.44062666666667,0.0234,0.059,0.088
364,m5.12xlarge,48,192.0,0,0,0,m5.metal,,0.016,110.58816999999999,0.0108,0.0272,0.041,311.33704,0.0305,0.077,0.115,398.38554000000005,0.039,0.098,0.147
365,cache.m5.12xlarge,48,157.0,0,0,0,platform_aws_m5-b,,0.015,92.60923000000001,0.0091,0.0228,0.034,268.27164,0.0263,0.066,0.099,344.44073999999995,0.034,0.085,0.127
366,db.m5.12xlarge,48,192.0,0,0,0,platform_aws_m5-b,,0.017,105.82943,0.0104,0.026,0.039,281.49184,0.0276,0.069,0.104,357.66094000000004,0.035,0.088,0.132
367,m5.12xlarge.elasticsearch,48,192.0,0,0,0,platform_aws_m5-b,,0.017,105.82943,0.0104,0.026,0.039,281.49184,0.0276,0.069,0.104,357.66094000000004,0.035,0.088,0.132
368,m5.16xlarge,64,256.0,0,0,0,m5.metal,,0.022,147.4508933333333,0.0145,0.036,0.055,415.1160533333333,0.041,0.102,0.154,531.18072,0.052,0.131,0.197
369,db.m5.16xlarge,64,256.0,0,0,0,platform_aws_m5-b,,0.022,141.10590666666664,0.0138,0.035,0.052,375.32245333333327,0.037,0.092,0.139,476.88125333333335,0.047,0.117,0.176
370,m5.24xlarge,96,384.0,0,0,0,m5.metal,,0.033,221.17633999999998,0.0217,0.054,0.082,622.67408,0.061,0.153,0.23,796.7710800000001,0.078,0.196,0.295
371,cache.m5.24xlarge,96,314.0,0,0,0,platform_aws_m5-b,,0.029,185.21846000000002,0.0182,0.046,0.069,536.54328,0.053,0.132,0.199,688.8814799999999,0.068,0.169,0.255
372,db.m5.24xlarge,96,384.0,0,0,0,platform_aws_m5-b,,0.033,211.65886,0.0207,0.052,0.078,562.98368,0.055,0.138,0.208,715.3218800000001,0.07,0.176,0.265
373,m5.metal,96,384.0,0,0,0,m5.metal,,0.033,221.17633999999998,0.0217,0.054,0.082,622.67408,0.061,0.153,0.23,796.7710800000001,0.078,0.196,0.295
374,m5a.large,2,8.0,0,0,0,m5a.24xlarge,,0.00064,4.013067187499999,0.00039,0.00099,0.00148,9.2411725,0.00091,0.00227,0.0034,11.507991250000002,0.00113,0.00283,0.0043
375,m5a.xlarge,4,16.0,0,0,0,m5a.24xlarge,,0.0013,8.026134374999998,0.00079,0.00197,0.00297,18.482345,0.00181,0.0045,0.0068,23.015982500000003,0.00226,0.0057,0.0085
376,m5a.2xlarge,8,32.0,0,0,0,m5a.24xlarge,,0.0025,16.052268749999996,0.00157,0.0039,0.0059,36.96469,0.0036,0.0091,0.0137,46.03196500000001,0.0045,0.0113,0.017
377,m5a.4xlarge,16,64.0,0,0,0,m5a.24xlarge,,0.0051,32.10453749999999,0.00315,0.0079,0.0119,73.92938,0.0072,0.0182,0.0274,92.06393000000001,0.009,0.0226,0.034
378,m5a.8xlarge,32,128.0,0,0,0,m5a.24xlarge,,0.01,64.20907499999998,0.0063,0.0158,0.0238,147.85876,0.0145,0.036,0.055,184.12786000000003,0.018,0.045,0.068
379,m5a.12xlarge,48,192.0,0,0,0,m5a.24xlarge,,0.015,96.31361249999999,0.0094,0.0237,0.036,221.78814,0.0217,0.055,0.082,276.19178999999997,0.0271,0.068,0.102
380,m5a.16xlarge,64,256.0,0,0,0,m5a.24xlarge,,0.02,128.41814999999997,0.0126,0.0316,0.048,295.71752,0.029,0.073,0.109,368.25572000000005,0.036,0.091,0.136
381,m5a.24xlarge,96,384.0,0,0,0,m5a.24xlarge,,0.031,192.62722499999998,0.0189,0.047,0.071,443.57628,0.043,0.109,0.164,552.3835799999999,0.054,0.136,0.204
382,m5ad.large,2,8.0,75,0,0,m5ad.24xlarge,,0.00074,4.013067187499999,0.00039,0.00099,0.00148,9.2411725,0.00091,0.00227,0.0034,11.507991250000002,0.00113,0.00283,0.0043
383,m5ad.xlarge,4,16.0,150,0,0,m5ad.24xlarge,,0.0015,8.026134374999998,0.00079,0.00197,0.00297,18.482345,0.00181,0.0045,0.0068,23.015982500000003,0.00226,0.0057,0.0085
384,m5ad.2xlarge,8,32.0,300,0,0,m5ad.24xlarge,,0.0029,16.052268749999996,0.00157,0.0039,0.0059,36.96469,0.0036,0.0091,0.0137,46.03196500000001,0.0045,0.0113,0.017
385,m5ad.4xlarge,16,64.0,600,0,0,m5ad.24xlarge,,0.0059,32.10453749999999,0.00315,0.0079,0.0119,73.92938,0.0072,0.0182,0.0274,92.06393000000001,0.009,0.0226,0.034
386,m5ad.8xlarge,32,128.0,1200,0,0,m5ad.24xlarge,,0.012,64.20907499999998,0.0063,0.0158,0.0238,147.85876,0.0145,0.036,0.055,184.12786000000003,0.018,0.045,0.068
387,m5ad.12xlarge,48,192.0,1800,0,0,m5ad.24xlarge,,0.018,96.31361249999999,0.0094,0.0237,0.036,221.78814,0.0217,0.055,0.082,276.19178999999997,0.0271,0.068,0.102
388,m5ad.16xlarge,64,256.0,2400,0,0,m5ad.24xlarge,,0.024,128.41814999999997,0.0126,0.0316,0.048,295.71752,0.029,0.073,0.109,368.25572000000005,0.036,0.091,0.136
389,m5ad.24xlarge,96,384.0,3600,0,0,m5ad.24xlarge,,0.035,192.62722499999998,0.0189,0.047,0.071,443.57628,0.043,0.109,0.164,552.3835799999999,0.054,0.136,0.204
390,m5d.large,2,8.0,75,0,0,m5d.metal,,0.00079,4.607840416666666,0.00045,0.00113,0.0017,12.972376666666666,0.00127,0.00319,0.0048,16.5993975,0.00163,0.0041,0.0061
391,m5d.xlarge,4,16.0,150,0,0,m5d.metal,,0.0016,9.215680833333332,0.0009,0.00227,0.0034,25.94475333333333,0.00254,0.0064,0.0096,33.198795,0.00325,0.0082,0.0123
392,m5d.2xlarge,8,32.0,300,0,0,m5d.metal,,0.0031,18.431361666666664,0.00181,0.0045,0.0068,51.88950666666666,0.0051,0.0128,0.0192,66.39759,0.0065,0.0163,0.0246
393,m5d.4xlarge,16,64.0,600,0,0,m5d.metal,,0.0063,36.86272333333333,0.0036,0.0091,0.0136,103.77901333333332,0.0102,0.0255,0.038,132.79518,0.013,0.0327,0.049
394,m5d.8xlarge,32,128.0,1200,0,0,m5d.metal,,0.013,73.72544666666666,0.0072,0.0181,0.0273,207.55802666666665,0.0203,0.051,0.077,265.59036,0.026,0.065,0.098
395,m5d.12xlarge,48,192.0,1800,0,0,m5d.metal,,0.019,110.58816999999999,0.0108,0.0272,0.041,311.33704,0.0305,0.077,0.115,398.38554000000005,0.039,0.098,0.147
396,m5d.16xlarge,64,256.0,2400,0,0,m5d.metal,,0.025,147.4508933333333,0.0145,0.036,0.055,415.1160533333333,0.041,0.102,0.154,531.18072,0.052,0.131,0.197
397,m5d.24xlarge,96,384.0,3600,0,0,m5d.metal,,0.038,221.17633999999998,0.0217,0.054,0.082,622.67408,0.061,0.153,0.23,796.7710800000001,0.078,0.196,0.295
398,m5d.metal,96,384.0,3600,0,0,m5d.metal,,0.038,221.17633999999998,0.0217,0.054,0.082,622.67408,0.061,0.153,0.23,796.7710800000001,0.078,0.196,0.295
399,m5dn.large,2,8.0,75,0,0,m5dn.metal,,0.0008,4.4095595833333325,0.00043,0.00108,0.00163,11.728826666666665,0.00115,0.00289,0.0043,14.902539166666667,0.00146,0.0037,0.0055
400,m5dn.xlarge,4,16.0,150,0,0,m5dn.metal,,0.0016,8.819119166666665,0.00086,0.00217,0.00326,23.45765333333333,0.0023,0.0058,0.0087,29.805078333333334,0.00292,0.0073,0.011
401,m5dn.2xlarge,8,32.0,300,0,0,m5dn.metal,,0.0032,17.63823833333333,0.00173,0.0043,0.0065,46.91530666666666,0.0046,0.0115,0.0174,59.61015666666667,0.0058,0.0147,0.0221
402,m5dn.4xlarge,16,64.0,600,0,0,m5dn.metal,,0.0063,35.27647666666666,0.0035,0.0087,0.0131,93.83061333333332,0.0092,0.0231,0.035,119.22031333333334,0.0117,0.0293,0.044
403,m5dn.8xlarge,32,128.0,1200,0,0,m5dn.metal,,0.013,70.55295333333332,0.0069,0.0174,0.0261,187.66122666666664,0.0184,0.046,0.069,238.44062666666667,0.0234,0.059,0.088
404,m5dn.12xlarge,48,192.0,1800,0,0,m5dn.metal,,0.019,105.82943,0.0104,0.026,0.039,281.49184,0.0276,0.069,0.104,357.66094000000004,0.035,0.088,0.132
405,m5dn.16xlarge,64,256.0,2400,0,0,m5dn.metal,,0.025,141.10590666666664,0.0138,0.035,0.052,375.32245333333327,0.037,0.092,0.139,476.88125333333335,0.047,0.117,0.176
406,m5dn.24xlarge,96,384.0,3600,0,0,m5dn.metal,,0.038,211.65886,0.0207,0.052,0.078,562.98368,0.055,0.138,0.208,715.3218800000001,0.07,0.176,0.265
407,m5dn.metal,96,384.0,3600,0,0,m5dn.metal,,0.038,211.65886,0.0207,0.052,0.078,562.98368,0.055,0.138,0.208,715.3218800000001,0.07,0.176,0.265
408,m5n.large,2,8.0,0,0,0,m5n.metal,,0.00069,4.4095595833333325,0.00043,0.00108,0.00163,11.728826666666665,0.00115,0.00289,0.0043,14.902539166666667,0.00146,0.0037,0.0055
409,m5n.xlarge,4,16.0,0,0,0,m5n.metal,,0.0014,8.819119166666665,0.00086,0.00217,0.00326,23.45765333333333,0.0023,0.0058,0.0087,29.805078333333334,0.00292,0.0073,0.011
410,m5n.2xlarge,8,32.0,0,0,0,m5n.metal,,0.0028,17.63823833333333,0.00173,0.0043,0.0065,46.91530666666666,0.0046,0.0115,0.0174,59.61015666666667,0.0058,0.0147,0.0221
411,m5n.4xlarge,16,64.0,0,0,0,m5n.metal,,0.0055,35.27647666666666,0.0035,0.0087,0.0131,93.83061333333332,0.0092,0.0231,0.035,119.22031333333334,0.0117,0.0293,0.044
412,m5n.8xlarge,32,128.0,0,0,0,m5n.metal,,0.011,70.55295333333332,0.0069,0.0174,0.0261,187.66122666666664,0.0184,0.046,0.069,238.44062666666667,0.0234,0.059,0.088
413,m5n.12xlarge,48,192.0,0,0,0,m5n.metal,,0.017,105.82943,0.0104,0.026,0.039,281.49184,0.0276,0.069,0.104,357.66094000000004,0.035,0.088,0.132
414,m5n.16xlarge,64,256.0,0,0,0,m5n.metal,,0.022,141.10590666666664,0.0138,0.035,0.052,375.32245333333327,0.037,0.092,0.139,476.88125333333335,0.047,0.117,0.176
415,m5n.24xlarge,96,384.0,0,0,0,m5n.metal,,0.033,211.65886,0.0207,0.052,0.078,562.98368,0.055,0.138,0.208,715.3218800000001,0.07,0.176,0.265
416,m5n.metal,96,384.0,0,0,0,m5n.metal,,0.033,211.65886,0.0207,0.052,0.078,562.98368,0.055,0.138,0.208,715.3218800000001,0.07,0.176,0.265
417,m5zn.large,2,8.0,0,0,0,m5zn.metal,,0.00096,6.193920833333332,0.00061,0.00152,0.00229,22.922993333333334,0.00225,0.0056,0.0085,30.177034999999997,0.00296,0.0074,0.0112
418,m5zn.xlarge,4,16.0,0,0,0,m5zn.metal,,0.0019,12.387841666666665,0.00121,0.00305,0.0046,45.84598666666667,0.0045,0.0113,0.017,60.35406999999999,0.0059,0.0148,0.0223
419,m5zn.2xlarge,8,32.0,0,0,0,m5zn.metal,,0.0038,24.77568333333333,0.00243,0.0061,0.0092,91.69197333333334,0.009,0.0226,0.034,120.70813999999999,0.0118,0.0297,0.045
420,m5zn.3xlarge,12,48.0,0,0,0,m5zn.metal,,0.0057,37.16352499999999,0.0036,0.0091,0.0138,137.53796000000003,0.0135,0.034,0.051,181.06221000000002,0.0177,0.045,0.067
421,m5zn.6xlarge,24,96.0,0,0,0,m5zn.metal,,0.011,74.32704999999999,0.0073,0.0183,0.0275,275.07592000000005,0.027,0.068,0.102,362.12442000000004,0.035,0.089,0.134
422,m5zn.12xlarge,48,192.0,0,0,0,m5zn.metal,,0.023,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
423,m5zn.metal,48,192.0,0,0,0,m5zn.metal,,0.023,148.65409999999997,0.0146,0.037,0.055,550.1518400000001,0.054,0.135,0.204,724.2488400000001,0.071,0.178,0.268
424,m6a.large,2,8.0,0,0,0,m6a.metal,,0.00057,3.7652299999999994,0.00037,0.00093,0.00139,7.686180833333332,0.00075,0.00189,0.00284,9.386364166666667,0.00092,0.00231,0.0035
425,m6a.xlarge,4,16.0,0,0,0,m6a.metal,,0.0011,7.530459999999999,0.00074,0.00185,0.00279,15.372361666666665,0.00151,0.0038,0.0057,18.772728333333333,0.00184,0.0046,0.0069
426,m6a.2xlarge,8,32.0,0,0,0,m6a.metal,,0.0023,15.060919999999998,0.00148,0.0037,0.0056,30.74472333333333,0.00301,0.0076,0.0114,37.54545666666667,0.0037,0.0092,0.0139
427,m6a.4xlarge,16,64.0,0,0,0,m6a.metal,,0.0045,30.121839999999995,0.00295,0.0074,0.0111,61.48944666666666,0.006,0.0151,0.0228,75.09091333333333,0.0074,0.0185,0.0278
428,m6a.8xlarge,32,128.0,0,0,0,m6a.metal,,0.009,60.24367999999999,0.0059,0.0148,0.0223,122.97889333333332,0.0121,0.0303,0.046,150.18182666666667,0.0147,0.037,0.056
429,m6a.12xlarge,48,192.0,0,0,0,m6a.metal,,0.014,90.36551999999999,0.0089,0.0222,0.033,184.46833999999998,0.0181,0.045,0.068,225.27274,0.0221,0.055,0.083
430,m6a.16xlarge,64,256.0,0,0,0,m6a.metal,,0.018,120.48735999999998,0.0118,0.0296,0.045,245.95778666666664,0.0241,0.061,0.091,300.36365333333333,0.0294,0.074,0.111
431,m6a.24xlarge,96,384.0,0,0,0,m6a.metal,,0.027,180.73103999999998,0.0177,0.044,0.067,368.93667999999997,0.036,0.091,0.137,450.54548,0.044,0.111,0.167
432,m6a.32xlarge,128,512.0,0,0,0,m6a.metal,,0.036,240.97471999999996,0.0236,0.059,0.089,491.91557333333327,0.048,0.121,0.182,600.7273066666667,0.059,0.148,0.222
433,m6a.48xlarge,192,768.0,0,0,0,m6a.metal,,0.055,361.46207999999996,0.035,0.089,0.134,737.8733599999999,0.072,0.182,0.273,901.09096,0.088,0.222,0.33
434,m6a.metal,192,768.0,0,0,0,m6a.metal,,0.055,361.46207999999996,0.035,0.089,0.134,737.8733599999999,0.072,0.182,0.273,901.09096,0.088,0.222,0.33
435,m6g.medium,1,4.0,0,0,0,m6g.metal,,0.00039,1.8826150000000001,0.000184,0.00046,0.0007,3.8431596875,0.00038,0.00095,0.00142,4.6931128125,0.00046,0.00115,0.00174
436,cache.m6g.large,2,8.0,0,0,0,m6g.metal,,0.00079,3.7652300000000003,0.00037,0.00093,0.00139,7.686319375,0.00075,0.00189,0.00284,9.386225625,0.00092,0.00231,0.0035
437,db.m6g.large,2,8.0,0,0,0,m6g.metal,,0.00079,3.7652300000000003,0.00037,0.00093,0.00139,7.686319375,0.00075,0.00189,0.00284,9.386225625,0.00092,0.00231,0.0035
438,m6g.large,2,8.0,0,0,0,m6g.metal,,0.00079,3.7652300000000003,0.00037,0.00093,0.00139,7.686319375,0.00075,0.00189,0.00284,9.386225625,0.00092,0.00231,0.0035
439,m6g.large.elasticsearch,2,8.0,0,0,0,m6g.metal,,0.00079,3.7652300000000003,0.00037,0.00093,0.00139,7.686319375,0.00075,0.00189,0.00284,9.386225625,0.00092,0.00231,0.0035
440,cache.m6g.xlarge,4,16.0,0,0,0,m6g.metal,,0.0016,7.530460000000001,0.00074,0.00185,0.00279,15.37263875,0.00151,0.0038,0.0057,18.77245125,0.00184,0.0046,0.0069
441,db.m6g.xlarge,4,16.0,0,0,0,m6g.metal,,0.0016,7.530460000000001,0.00074,0.00185,0.00279,15.37263875,0.00151,0.0038,0.0057,18.77245125,0.00184,0.0046,0.0069
442,m6g.xlarge,4,16.0,0,0,0,m6g.metal,,0.0016,7.530460000000001,0.00074,0.00185,0.00279,15.37263875,0.00151,0.0038,0.0057,18.77245125,0.00184,0.0046,0.0069
443,m6g.xlarge.elasticsearch,4,16.0,0,0,0,m6g.metal,,0.0016,7.530460000000001,0.00074,0.00185,0.00279,15.37263875,0.00151,0.0038,0.0057,18.77245125,0.00184,0.0046,0.0069
444,cache.m6g.2xlarge,8,32.0,0,0,0,m6g.metal,,0.0031,15.060920000000001,0.00148,0.0037,0.0056,30.7452775,0.00301,0.0076,0.0114,37.5449025,0.0037,0.0092,0.0139
445,db.m6g.2xlarge,8,32.0,0,0,0,m6g.metal,,0.0031,15.060920000000001,0.00148,0.0037,0.0056,30.7452775,0.00301,0.0076,0.0114,37.5449025,0.0037,0.0092,0.0139
446,m6g.2xlarge,8,32.0,0,0,0,m6g.metal,,0.0031,15.060920000000001,0.00148,0.0037,0.0056,30.7452775,0.00301,0.0076,0.0114,37.5449025,0.0037,0.0092,0.0139
447,m6g.2xlarge.elasticsearch,8,32.0,0,0,0,m6g.metal,,0.0031,15.060920000000001,0.00148,0.0037,0.0056,30.7452775,0.00301,0.0076,0.0114,37.5449025,0.0037,0.0092,0.0139
448,cache.m6g.4xlarge,16,64.0,0,0,0,m6g.metal,,0.0063,30.121840000000002,0.00295,0.0074,0.0111,61.490555,0.006,0.0151,0.0228,75.089805,0.0074,0.0185,0.0278
449,db.m6g.4xlarge,16,64.0,0,0,0,m6g.metal,,0.0063,30.121840000000002,0.00295,0.0074,0.0111,61.490555,0.006,0.0151,0.0228,75.089805,0.0074,0.0185,0.0278
450,m6g.4xlarge,16,64.0,0,0,0,m6g.metal,,0.0063,30.121840000000002,0.00295,0.0074,0.0111,61.490555,0.006,0.0151,0.0228,75.089805,0.0074,0.0185,0.0278
451,m6g.4xlarge.elasticsearch,16,64.0,0,0,0,m6g.metal,,0.0063,30.121840000000002,0.00295,0.0074,0.0111,61.490555,0.006,0.0151,0.0228,75.089805,0.0074,0.0185,0.0278
452,cache.m6g.8xlarge,32,128.0,0,0,0,m6g.metal,,0.013,60.243680000000005,0.0059,0.0148,0.0223,122.98111,0.0121,0.0303,0.046,150.17961,0.0147,0.037,0.056
453,db.m6g.8xlarge,32,128.0,0,0,0,m6g.metal,,0.013,60.243680000000005,0.0059,0.0148,0.0223,122.98111,0.0121,0.0303,0.046,150.17961,0.0147,0.037,0.056
454,m6g.8xlarge,32,128.0,0,0,0,m6g.metal,,0.013,60.243680000000005,0.0059,0.0148,0.0223,122.98111,0.0121,0.0303,0.046,150.17961,0.0147,0.037,0.056
455,m6g.8xlarge.elasticsearch,32,128.0,0,0,0,m6g.metal,,0.013,60.243680000000005,0.0059,0.0148,0.0223,122.98111,0.0121,0.0303,0.046,150.17961,0.0147,0.037,0.056
456,cache.m6g.12xlarge,48,192.0,0,0,0,m6g.metal,,0.019,90.36551999999999,0.0089,0.0222,0.033,184.47166499999997,0.0181,0.045,0.068,225.269415,0.0221,0.055,0.083
457,db.m6g.12xlarge,48,192.0,0,0,0,m6g.metal,,0.019,90.36551999999999,0.0089,0.0222,0.033,184.47166499999997,0.0181,0.045,0.068,225.269415,0.0221,0.055,0.083
458,m6g.12xlarge,48,192.0,0,0,0,m6g.metal,,0.019,90.36551999999999,0.0089,0.0222,0.033,184.47166499999997,0.0181,0.045,0.068,225.269415,0.0221,0.055,0.083
459,m6g.12xlarge.elasticsearch,48,192.0,0,0,0,m6g.metal,,0.019,90.36551999999999,0.0089,0.0222,0.033,184.47166499999997,0.0181,0.045,0.068,225.269415,0.0221,0.055,0.083
460,cache.m6g.16xlarge,64,256.0,0,0,0,m6g.metal,,0.025,120.48736000000001,0.0118,0.0296,0.045,245.96222,0.0241,0.061,0.091,300.35922,0.0294,0.074,0.111
461,db.m6g.16xlarge,64,256.0,0,0,0,m6g.metal,,0.025,120.48736000000001,0.0118,0.0296,0.045,245.96222,0.0241,0.061,0.091,300.35922,0.0294,0.074,0.111
462,m6g.16xlarge,64,256.0,0,0,0,m6g.metal,,0.025,120.48736000000001,0.0118,0.0296,0.045,245.96222,0.0241,0.061,0.091,300.35922,0.0294,0.074,0.111
463,m6g.metal,64,256.0,0,0,0,m6g.metal,,0.025,120.48736000000001,0.0118,0.0296,0.045,245.96222,0.0241,0.061,0.091,300.35922,0.0294,0.074,0.111
464,m6gd.medium,1,4.0,59,0,0,m6gd.metal,,0.00047,1.8826150000000001,0.000184,0.00046,0.0007,3.8431596875,0.00038,0.00095,0.00142,4.6931128125,0.00046,0.00115,0.00174
465,m6gd.large,2,8.0,118,0,0,m6gd.metal,,0.0009,3.7652300000000003,0.00037,0.00093,0.00139,7.686319375,0.00075,0.00189,0.00284,9.386225625,0.00092,0.00231,0.0035
466,m6gd.xlarge,4,16.0,237,0,0,m6gd.metal,,0.0019,7.530460000000001,0.00074,0.00185,0.00279,15.37263875,0.00151,0.0038,0.0057,18.77245125,0.00184,0.0046,0.0069
467,m6gd.2xlarge,8,32.0,474,0,0,m6gd.metal,,0.0037,15.060920000000001,0.00148,0.0037,0.0056,30.7452775,0.00301,0.0076,0.0114,37.5449025,0.0037,0.0092,0.0139
468,m6gd.4xlarge,16,64.0,950,0,0,m6gd.metal,,0.0075,30.121840000000002,0.00295,0.0074,0.0111,61.490555,0.006,0.0151,0.0228,75.089805,0.0074,0.0185,0.0278
469,m6gd.8xlarge,32,128.0,1900,0,0,m6gd.metal,,0.015,60.243680000000005,0.0059,0.0148,0.0223,122.98111,0.0121,0.0303,0.046,150.17961,0.0147,0.037,0.056
470,m6gd.12xlarge,48,192.0,2850,0,0,m6gd.metal,,0.022,90.36551999999999,0.0089,0.0222,0.033,184.47166499999997,0.0181,0.045,0.068,225.269415,0.0221,0.055,0.083
471,m6gd.16xlarge,64,256.0,3800,0,0,m6gd.metal,,0.03,120.48736000000001,0.0118,0.0296,0.045,245.96222,0.0241,0.061,0.091,300.35922,0.0294,0.074,0.111
472,m6gd.metal,64,256.0,3800,0,0,m6gd.metal,,0.03,120.48736000000001,0.0118,0.0296,0.045,245.96222,0.0241,0.061,0.091,300.35922,0.0294,0.074,0.111
473,m6i.large,2,8.0,0,0,0,m6i.metal,,0.00062,4.5087,0.00044,0.00111,0.00167,12.350463125000001,0.00121,0.00304,0.0046,15.751106875,0.00154,0.0039,0.0058
