instance_name,instance_family,instance_cpu,vcpus,numa_nodes,memory_gb,avg_score,stddev,stddev_percentage,runs
standard_a1_v2,av2,intel xeon cpu e5-2660 0 @ 2.20ghz,2,1,16,15159,72,0.47%,14
standard_a1_v2,av2,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,2,6798,724,10.65%,140
standard_a1_v2,av2,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,2,6476,1151,17.77%,84
standard_a1_v2,av2,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,2,6195,397,6.41%,56
standard_a1_v2,av2,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,2,5924,674,11.38%,28
standard_a2m_v2,av2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,16,14315,1255,8.76%,126
standard_a2m_v2,av2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,4,13666,1079,7.89%,168
standard_a2m_v2,av2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,16,14149,1121,7.92%,98
standard_a2m_v2,av2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,16,13791,1201,8.71%,98
standard_a2m_v2,av2,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,16,11336,898,7.93%,14
standard_a2_v2,av2,intel xeon cpu e5-2660 0 @ 2.20ghz,4,1,32,28710,1032,3.59%,14
standard_a2_v2,av2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,4,14276,756,5.29%,84
standard_a2_v2,av2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,4,14223,1010,7.10%,70
standard_a2_v2,av2,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,4,14805,166,1.12%,14
standard_a4m_v2,av2,intel xeon cpu e5-2660 0 @ 2.20ghz,4,1,8,28551,1839,6.44%,42
standard_a4m_v2,av2,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,32,28128,2283,8.12%,112
standard_a4m_v2,av2,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,32,28220,2997,10.62%,126
standard_a4m_v2,av2,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,32,27720,1839,6.63%,98
standard_a4_v2,av2,intel xeon cpu e5-2660 0 @ 2.20ghz,8,2,64,51496,1643,3.19%,14
standard_a4_v2,av2,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,8,27710,2001,7.22%,98
standard_a4_v2,av2,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,8,28371,2769,9.76%,98
standard_a4_v2,av2,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,8,26780,2141,7.99%,84
standard_a4_v2,av2,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,8,26476,1608,6.07%,14
standard_a8m_v2,av2,intel xeon cpu e5-2660 0 @ 2.20ghz,8,1,16,52295,1356,2.59%,28
standard_a8m_v2,av2,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,64,54477,3024,5.55%,126
standard_a8m_v2,av2,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,64,55195,4426,8.02%,126
standard_a8m_v2,av2,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,64,52768,3528,6.69%,70
standard_a8m_v2,av2,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,64,49188,1869,3.80%,14
standard_a8_v2,av2,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,16,56004,4045,7.22%,140
standard_a8_v2,av2,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,16,53367,3252,6.09%,84
standard_a8_v2,av2,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,16,51525,3170,6.15%,84
standard_a8_v2,av2,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,16,49802,1009,2.03%,14
standard_a8_v2,bms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,12,1,48,206957,5240,2.53%,56
standard_b12ms,bms,intel xeon cpu e5-2673 v3 @ 2.40ghz,12,1,48,214731,4672,2.18%,28
standard_b12ms,bms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,16,2,64,273257,3862,1.41%,42
standard_b12ms,bms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,12,1,48,211461,4115,1.95%,154
standard_b12ms,bms,intel xeon cpu e5-2673 v4 @ 2.30ghz,12,1,48,219383,2213,1.01%,112
standard_b12ms,bms,intel xeon platinum 8171m cpu @ 2.60 ghz,12,1,48,200729,3475,1.73%,140
standard_b12ms,bms,intel xeon platinum 8171m cpu @ 2.60ghz,12,1,48,202912,17172,8.46%,77
standard_b12ms,bms,intel xeon platinum 8272cl cpu @ 2.60ghz,12,1,48,256373,1768,0.69%,21
standard_b16ms,bls,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,0.5,19162,605,3.16%,28
standard_b16ms,bms,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,2,64,276669,8921,3.22%,35
standard_b16ms,bms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,16,1,64,282187,5030,1.78%,154
standard_b16ms,bms,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,64,294079,3437,1.17%,112
standard_b16ms,bms,intel xeon platinum 8171m cpu @ 2.60 ghz,16,1,64,265834,5545,2.09%,112
standard_b16ms,bms,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,64,270563,27650,10.22%,70
standard_b16ms,bms,intel xeon platinum 8272cl cpu @ 2.60 ghz,16,1,64,331694,3537,1.07%,28
standard_b16ms,bms,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,340582,6378,1.87%,21
standard_b1ls,bls,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,0.5,19365,810,4.18%,126
standard_b1ls,bls,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,0.5,18780,2840,15.12%,63
standard_b1ls,bls,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,0.5,21954,461,2.10%,21
standard_b1ls,bms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,1,1,2,18093,679,3.75%,42
standard_b1ms,bms,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,2,18167,82,0.45%,14
standard_b1ms,bms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,1,1,2,18197,1341,7.37%,168
standard_b1ms,bms,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,2,20113,1188,5.90%,126
standard_b1ms,bms,intel xeon platinum 8171m cpu @ 2.60 ghz,1,1,2,17975,920,5.12%,112
standard_b1ms,bms,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,2,18882,2434,12.89%,77
standard_b1ms,bms,intel xeon platinum 8272cl cpu @ 2.60 ghz,1,1,2,20176,1568,7.77%,28
standard_b1ms,bms,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,2,22182,57,0.26%,21
standard_b1ms,bs,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,1,18768,429,2.29%,35
standard_b1s,bms,intel xeon cpu e5-2673 v3 @ 2.40ghz,20,2,80,347156,5967,1.72%,14
standard_b1s,bs,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,1,19725,1258,6.38%,112
standard_b1s,bs,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,1,18287,2316,12.66%,70
standard_b1s,bs,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,1,21992,371,1.69%,21
standard_b20ms,bhms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,2,1,8,36949,1494,4.04%,28
standard_b20ms,bms,intel xeon cpu e5-2673 v4 @ 2.30ghz,20,1,80,363209,3837,1.06%,112
standard_b20ms,bms,intel xeon platinum 8171m cpu @ 2.60ghz,20,1,80,342212,21775,6.36%,91
standard_b20ms,bms,intel xeon platinum 8272cl cpu @ 2.60ghz,20,1,80,416103,3337,0.80%,21
standard_b2hms,bhms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,2,1,8,36512,2537,6.95%,70
standard_b2hms,bhms,intel xeon platinum 8171m cpu @ 2.60 ghz,2,1,8,36389,990,2.72%,56
standard_b2hms,bms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,2,1,8,35758,1028,2.88%,42
standard_b2ms,bms,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,8,36338,333,0.92%,28
standard_b2ms,bms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,2,1,8,36028,1605,4.45%,182
standard_b2ms,bms,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,8,38026,1749,4.60%,119
standard_b2ms,bms,intel xeon platinum 8171m cpu @ 2.60 ghz,2,1,8,36122,2128,5.89%,112
standard_b2ms,bms,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,8,38060,5978,15.71%,70
standard_b2ms,bms,intel xeon platinum 8272cl cpu @ 2.60 ghz,2,1,8,42525,672,1.58%,14
standard_b2ms,bms,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,44227,349,0.79%,21
standard_b2ms,bs,intel xeon cpu e5-2673 v3 @ 2.40 ghz,2,1,4,35546,660,1.86%,42
standard_b2s,bhms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,4,1,16,71028,879,1.24%,28
standard_b2s,bs,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,4,36074,431,1.20%,21
standard_b2s,bs,intel xeon cpu e5-2673 v4 @ 2.30 ghz,2,1,4,36569,2172,5.94%,154
standard_b2s,bs,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,4,37634,1445,3.84%,119
standard_b2s,bs,intel xeon platinum 8171m cpu @ 2.60 ghz,2,1,4,36136,924,2.56%,140
standard_b2s,bs,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,4,37824,5913,15.63%,70
standard_b2s,bs,intel xeon platinum 8272cl cpu @ 2.60 ghz,2,1,4,42546,834,1.96%,14
standard_b2s,bs,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,4,44147,397,0.90%,28
standard_b4hms,bhms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,4,1,16,73126,2954,4.04%,56
standard_b4hms,bhms,intel xeon platinum 8171m cpu @ 2.60 ghz,4,1,16,68451,1571,2.29%,56
standard_b4hms,bhms,intel xeon platinum 8272cl cpu @ 2.60 ghz,4,1,16,83525,563,0.67%,14
standard_b4hms,bms,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,16,70362,3310,4.70%,28
standard_b4ms,bms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,4,1,16,70831,1135,1.60%,28
standard_b4ms,bms,intel xeon cpu e5-2673 v3 @ 2.40 ghz,8,1,32,141620,2256,1.59%,42
standard_b4ms,bms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,4,1,16,70987,2287,3.22%,168
standard_b4ms,bms,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,16,74405,2647,3.56%,112
standard_b4ms,bms,intel xeon platinum 8171m cpu @ 2.60 ghz,4,1,16,68796,1897,2.76%,84
standard_b4ms,bms,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,16,71174,8008,11.25%,77
standard_b4ms,bms,intel xeon platinum 8272cl cpu @ 2.60 ghz,4,1,16,81712,4042,4.95%,70
standard_b4ms,bms,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,85894,1445,1.68%,21
standard_b8ms,bms,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,32,144753,3091,2.14%,35
standard_b8ms,bms,intel xeon cpu e5-2673 v4 @ 2.30 ghz,8,1,32,139090,3229,2.32%,182
standard_b8ms,bms,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,32,145027,1460,1.01%,98
standard_b8ms,bms,intel xeon platinum 8171m cpu @ 2.60 ghz,8,1,32,135510,2653,1.96%,112
standard_b8ms,bms,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,32,138848,11991,8.64%,84
standard_b8ms,bms,intel xeon platinum 8272cl cpu @ 2.60 ghz,8,1,32,164510,2254,1.37%,14
standard_b8ms,bms,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,170427,2402,1.41%,14
standard_b8ms,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,14,33085,1835,5.55%,196
standard_d11_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,14,37655,1925,5.11%,70
standard_d11_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,28,65877,3537,5.37%,196
standard_d11_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,14,33998,3523,10.36%,168
standard_d11_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,14,39953,3019,7.56%,70
standard_d11_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,14,32964,2690,8.16%,140
standard_d11_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,14,37979,1830,4.82%,56
standard_d11_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,14,39330,3092,7.86%,28
standard_d12_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,28,71521,4218,5.90%,77
standard_d12_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,56,133275,7394,5.55%,182
standard_d12_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,28,66128,4438,6.71%,210
standard_d12_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,28,77439,5095,6.58%,70
standard_d12_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,28,63397,4021,6.34%,98
standard_d12_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,28,73464,1263,1.72%,56
standard_d12_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,28,80559,3760,4.67%,14
standard_d12_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,28,87100,434,0.50%,7
standard_d13_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,2,112,253422,9024,3.56%,224
standard_d13_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,56,141552,16057,11.34%,70
standard_d13_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,56,127557,3854,3.02%,210
standard_d13_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,56,148352,2754,1.86%,70
standard_d13_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,56,120793,1444,1.20%,70
standard_d13_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,56,141946,3604,2.54%,42
standard_d13_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,56,151473,7667,5.06%,42
standard_d13_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,56,167641,1680,1.00%,7
standard_d14_v2,div2,intel xeon cpu e5-2673 v4 @ 2.30ghz,20,1,140,323411,10041,3.10%,462
standard_d14_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,2,112,283793,5207,1.83%,77
standard_d14_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,112,261437,12701,4.86%,140
standard_d14_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,112,297163,1817,0.61%,63
standard_d14_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,112,246994,6166,2.50%,98
standard_d14_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,112,286817,4109,1.43%,49
standard_d14_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,112,315200,15164,4.81%,28
standard_d15i_v2,div2,intel xeon platinum 8272cl cpu @ 2.60ghz,20,1,140,370436,5018,1.35%,28
standard_d15i_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,20,2,140,315711,8560,2.71%,252
standard_d15_v2,dadsv5,amd epyc 7763 64-core processor,16,1,62.8,306800,941,0.31%,35
standard_d15_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,20,2,140,354279,6021,1.70%,35
standard_d15_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,20,1,140,321475,12246,3.81%,168
standard_d15_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,20,1,140,314692,11528,3.66%,56
standard_d15_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,20,1,140,418475,58044,13.87%,154
standard_d16ads_v5,dasv4,amd epyc 7452 32-core processor,16,2,64,286789,5984,2.09%,224
standard_d16as_v4,dasv4,amd epyc 7452 32-core processor,16,2,64,292074,9782,3.35%,91
standard_d16as_v4,dasv5,amd epyc 7763 64-core processor,16,1,62.8,304560,3347,1.10%,35
standard_d16as_v5,dav4,amd epyc 7452 32-core processor,16,2,64,287479,4907,1.71%,238
standard_d16a_v4,dav4,amd epyc 7452 32-core processor,16,2,64,293654,6263,2.13%,161
standard_d16a_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,262436,9177,3.50%,336
standard_d16ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,271137,1374,0.51%,189
standard_d16ds_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,16,1,62.8,273303,1122,0.41%,56
standard_d16ds_v5,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,263568,7317,2.78%,336
standard_d16d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,271216,1630,0.60%,189
standard_d16d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,16,1,62.8,273463,1085,0.40%,49
standard_d16d_v5,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,1,64,179390,1403,0.78%,42
standard_d16s_v3,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,1,64,199434,1886,0.95%,35
standard_d16s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,64,173313,14382,8.30%,98
standard_d16s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,64,196242,5336,2.72%,77
standard_d16s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,64,171750,1261,0.73%,70
standard_d16s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,64,200086,3164,1.58%,98
standard_d16s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,204568,2434,1.19%,14
standard_d16s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,239837,1457,0.61%,28
standard_d16s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,242206,16772,6.92%,406
standard_d16s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,271053,1429,0.53%,182
standard_d16s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,16,1,62.8,250482,19982,7.98%,49
standard_d16s_v5,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,1,64,198362,2228,1.12%,84
standard_d16_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,64,193498,2080,1.07%,77
standard_d16_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,64,199683,1862,0.93%,63
standard_d16_v3,dv3,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,239145,1767,0.74%,7
standard_d16_v3,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,245522,17151,6.99%,812
standard_d16_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,64,271203,1345,0.50%,182
standard_d16_v4,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,16,1,62.8,247579,18327,7.40%,42
standard_d16_v5,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,3.5,17093,1249,7.30%,224
standard_d1_v2,dadsv5,amd epyc 7763 64-core processor,2,1,7.8,38919,41,0.10%,35
standard_d1_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,3.5,19112,851,4.45%,105
standard_d1_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,3.5,17229,1954,11.34%,182
standard_d1_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,3.5,21866,1802,8.24%,49
standard_d1_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,3.5,16474,1558,9.46%,112
standard_d1_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,3.5,19641,808,4.11%,63
standard_d1_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,3.5,21631,306,1.41%,14
standard_d2ads_v5,dasv4,amd epyc 7452 32-core processor,2,1,8,37986,1199,3.16%,238
standard_d2as_v4,dasv4,amd epyc 7452 32-core processor,2,1,8,38230,313,0.82%,77
standard_d2as_v4,dasv5,amd epyc 7763 64-core processor,2,1,7.8,38869,118,0.30%,35
standard_d2as_v5,dav4,amd epyc 7452 32-core processor,2,1,8,38028,995,2.62%,238
standard_d2a_v4,dav4,amd epyc 7452 32-core processor,2,1,8,38061,1219,3.20%,119
standard_d2a_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,34621,1588,4.59%,336
standard_d2ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,35557,740,2.08%,189
standard_d2ds_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,2,1,7.8,34926,11,0.03%,56
standard_d2ds_v5,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,34704,1455,4.19%,336
standard_d2d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,35640,371,1.04%,189
standard_d2d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,2,1,7.8,34923,16,0.05%,70
standard_d2d_v5,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,8,23534,724,3.08%,42
standard_d2s_v3,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,8,26323,1194,4.54%,35
standard_d2s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,8,24742,2045,8.27%,112
standard_d2s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,8,27724,2091,7.54%,84
standard_d2s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,8,24822,3702,14.91%,126
standard_d2s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,8,26916,1424,5.29%,91
standard_d2s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,30392,1514,4.98%,28
standard_d2s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,31342,18,0.06%,21
standard_d2s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,31643,3054,9.65%,406
standard_d2s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,35794,578,1.61%,175
standard_d2s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,2,1,7.8,32093,2789,8.69%,63
standard_d2s_v5,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,7,33613,1961,5.83%,196
standard_d2_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,7,36684,1542,4.20%,112
standard_d2_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,7,34301,2859,8.34%,168
standard_d2_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,7,40452,2922,7.22%,42
standard_d2_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,7,34041,2386,7.01%,140
standard_d2_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,7,37109,1525,4.11%,63
standard_d2_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,7,37309,911,2.44%,14
standard_d2_v2,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,8,23795,1893,7.96%,70
standard_d2_v3,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,8,25478,977,3.84%,91
standard_d2_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,8,24582,2036,8.28%,154
standard_d2_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,8,26601,1381,5.19%,70
standard_d2_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,8,24376,1915,7.86%,84
standard_d2_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,8,27116,1688,6.23%,70
standard_d2_v3,dv3,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,31352,22,0.07%,7
standard_d2_v3,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,31469,2948,9.37%,406
standard_d2_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,8,35651,228,0.64%,182
standard_d2_v4,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,2,1,7.8,29597,565,1.91%,49
standard_d2_v5,dadsv5,amd epyc 7763 64-core processor,32,1,125.8,600925,7721,1.28%,35
standard_d32ads_v5,dasv4,amd epyc 7452 32-core processor,32,4,128,566270,8484,1.50%,140
standard_d32as_v4,dasv4,amd epyc 7452 32-core processor,32,4,128,575465,14574,2.53%,98
standard_d32as_v4,dasv5,amd epyc 7763 64-core processor,32,1,125.8,599269,8844,1.48%,35
standard_d32as_v5,dav4,amd epyc 7452 32-core processor,32,4,128,567019,11019,1.94%,210
standard_d32a_v4,dav4,amd epyc 7452 32-core processor,32,4,128,571897,16009,2.80%,147
standard_d32a_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,531747,5956,1.12%,322
standard_d32ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,540212,4954,0.92%,189
standard_d32ds_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,125.8,545658,2409,0.44%,49
standard_d32ds_v5,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,527571,11076,2.10%,336
standard_d32d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,540052,4426,0.82%,189
standard_d32d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,125.8,544718,2672,0.49%,49
standard_d32d_v5,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,32,2,128,358426,6880,1.92%,56
standard_d32s_v3,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,32,2,128,389200,3438,0.88%,35
standard_d32s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,32,1,128,364032,20351,5.59%,84
standard_d32s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,32,1,128,390983,1845,0.47%,91
standard_d32s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,32,1,128,346172,2859,0.83%,84
standard_d32s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,32,1,128,397239,2996,0.75%,77
standard_d32s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,478885,1968,0.41%,35
standard_d32s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,483021,28105,5.82%,392
standard_d32s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,539271,8236,1.53%,182
standard_d32s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,125.8,500612,33756,6.74%,42
