name,release_date,manufacturer,code_name,model_range,frequency,tdp,cores,total_die_size,total_die_size_source,source,process_size,die_size,io_die_size,io_process_size,transistors,foundry
Intel Core i9-13900F,"Jan 4th, 2023",Intel,Raptor Lake-S,Core i9,2000 MHz,65.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900f.c2997,10.0,257 mm²,,,,Intel
Intel Core i9-13900H,"Jan 4th, 2023",Intel,Raptor Lake-H,Core i9,2.6 GHz,45.0,14.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900h.c3048,10.0,257 mm²,,,,Intel
Intel Core i9-13900HK,"Jan 4th, 2023",Intel,Raptor Lake-H,Core i9,2.6 GHz,45.0,14.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900hk.c3047,10.0,257 mm²,,,,Intel
Intel Core i9-13900HX,"Jan 4th, 2023",Intel,Raptor Lake-HX,Core i9,2.2 GHz,55.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900hx.c3018,10.0,257 mm²,,,,Intel
Intel Core i9-13900K,"Sep 27th, 2022",Intel,Raptor Lake-S,Core i9,3 GHz,125.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900k.c2817,10.0,257 mm²,,,,Intel
Intel Core i9-13900KF,"Sep 27th, 2022",Intel,Raptor Lake-S,Core i9,3 GHz,125.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900kf.c2916,10.0,257 mm²,,,,Intel
Intel Core i9-13900KS,"Jan 12th, 2023",Intel,Raptor Lake-S,Core i9,3.2 GHz,150.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900ks.c2956,10.0,257 mm²,,,,Intel
Intel Core i9-13900T,"Jan 4th, 2023",Intel,Raptor Lake-S,Core i9,1100 MHz,35.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900t.c3001,10.0,257 mm²,,,,Intel
Intel Core i9-13900TE,"Jan 4th, 2023",Intel,Raptor Lake-S,Core i9,1000 MHz,35.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13900te.c3083,10.0,257 mm²,,,,Intel
Intel Core i9-13905H,"Jan 4th, 2023",Intel,Raptor Lake-H,Core i9,2.6 GHz,45.0,14.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13905h.c3049,10.0,257 mm²,,,,Intel
Intel Core i9-13950HX,"Jan 4th, 2023",Intel,Raptor Lake-HX,Core i9,2.2 GHz,55.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13950hx.c3017,10.0,257 mm²,,,,Intel
Intel Core i9-13980HX,"Jan 4th, 2023",Intel,Raptor Lake-HX,Core i9,2.2 GHz,55.0,24.0,257.0,io_die_size () + die_size (257 mm²),https://www.techpowerup.com/cpu-specs/core-i9-13980hx.c3016,10.0,257 mm²,,,,Intel
Intel Core i9-7900X,"Jun 26th, 2017",Intel,Skylake-X,Core i9,3.3 GHz,140.0,10.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-7900x.c1906,14.0,,,,,Intel
Intel Core i9-7920X,"Sep 10th, 2017",Intel,Skylake-X,Core i9,2.9 GHz,140.0,12.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-7920x.c1932,14.0,,,,,Intel
Intel Core i9-7940X,"Sep 1st, 2017",Intel,Skylake-X,Core i9,3.1 GHz,165.0,14.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-7940x.c1951,14.0,,,,,Intel
Intel Core i9-7960X,"Sep 1st, 2017",Intel,Skylake-X,Core i9,2.8 GHz,165.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-7960x.c1950,14.0,,,,,Intel
Intel Core i9-7980XE,"Sep 1st, 2017",Intel,Skylake-X,Core i9,2.6 GHz,165.0,18.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-7980xe.c1952,14.0,,,,,Intel
Intel Core i9-8950HK,"Apr 2nd, 2018",Intel,Coffee Lake-H,Core i9,2.9 GHz,95.0,6.0,149.0,io_die_size () + die_size (149 mm²),https://www.techpowerup.com/cpu-specs/core-i9-8950hk.c1969,14.0,149 mm²,,,,Intel
Intel Core i9-9820X,"Oct 19th, 2018",Intel,Skylake-X,Core i9,3.3 GHz,165.0,10.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-9820x.c2114,14.0,,,,,Intel
Intel Core i9-9880H,"Apr 23rd, 2019",Intel,Coffee Lake-HR,Core i9,2.3 GHz,45.0,8.0,149.0,io_die_size () + die_size (149 mm²),https://www.techpowerup.com/cpu-specs/core-i9-9880h.c2289,14.0,149 mm²,,,,Intel
Intel Core i9-9900,"Apr 23rd, 2019",Intel,Coffee Lake-R,Core i9,3.1 GHz,65.0,8.0,540.0,io_die_size () + die_size (180.3 mm²),https://www.techpowerup.com/cpu-specs/core-i9-9900.c2182,14.0,180.3 mm²,,,,Intel
Intel Core i9-9900K,"Oct 19th, 2018",Intel,Coffee Lake-R,Core i9,3.6 GHz,95.0,8.0,540.0,io_die_size () + die_size (180.3 mm²),https://www.techpowerup.com/cpu-specs/core-i9-9900k.c2098,14.0,180.3 mm²,,,,Intel
Intel Core i9-9900KF,"Jan 8th, 2019",Intel,Coffee Lake-R,Core i9,3.6 GHz,95.0,8.0,540.0,io_die_size () + die_size (180.3 mm²),https://www.techpowerup.com/cpu-specs/core-i9-9900kf.c2124,14.0,180.3 mm²,,,,Intel
Intel Core i9-9900KS,"Oct 28th, 2019",Intel,Coffee Lake-R,Core i9,4 GHz,127.0,8.0,180.0,io_die_size () + die_size (180 mm²),https://www.techpowerup.com/cpu-specs/core-i9-9900ks.c2242,14.0,180 mm²,,,,Intel
Intel Core i9-9900T,"Apr 23rd, 2019",Intel,Coffee Lake-R,Core i9,2.1 GHz,35.0,8.0,540.0,io_die_size () + die_size (180.3 mm²),https://www.techpowerup.com/cpu-specs/core-i9-9900t.c3123,14.0,180.3 mm²,,,,Intel
Intel Core i9-9900X,"Oct 19th, 2018",Intel,Skylake-X,Core i9,3.5 GHz,165.0,10.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-9900x.c2113,14.0,,,,,Intel
Intel Core i9-9920X,"Oct 19th, 2018",Intel,Skylake-X,Core i9,3.5 GHz,165.0,12.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-9920x.c2112,14.0,,,,,Intel
Intel Core i9-9940X,"Oct 19th, 2018",Intel,Skylake-X,Core i9,3.3 GHz,165.0,14.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-9940x.c2111,14.0,,,,,Intel
Intel Core i9-9960X,"Oct 19th, 2018",Intel,Skylake-X,Core i9,3.1 GHz,165.0,16.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-9960x.c2110,14.0,,,,,Intel
Intel Core i9-9980HK,"Apr 23rd, 2019",Intel,Coffee Lake-HR,Core i9,2.4 GHz,45.0,8.0,149.0,io_die_size () + die_size (149 mm²),https://www.techpowerup.com/cpu-specs/core-i9-9980hk.c2288,14.0,149 mm²,,,,Intel
Intel Core i9-9980XE,"Oct 19th, 2018",Intel,Skylake-X,Core i9,3 GHz,165.0,18.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-9980xe.c2109,14.0,,,,,Intel
Intel Core i9-9990XE,"Oct 19th, 2018",Intel,Skylake-X,Core i9,4 GHz,255.0,14.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/core-i9-9990xe.c2149,14.0,,,,,Intel
Intel Core m3-6Y30,,Intel,Skylake,Core m3,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Core m3-8114Y,"May 5th, 2018",Intel,Cannon Lake-Y,Core m3,1500 MHz,5.0,2.0,3640.0,io_die_size () + die_size (70.52 mm²),https://www.techpowerup.com/cpu-specs/core-m3-8114y.c2071,10.0,70.52 mm²,,,,Intel
Intel Core m5-6Y54,,Intel,Skylake,Core m5,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Core m5-6Y57,,Intel,Skylake,Core m5,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Core m7-6Y75,,Intel,Skylake,Core m7,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel HM370,,Intel,Coffee Lake,Chipsets,,,,540.0,Max value of cpu_specs https://www.techpowerup.com/cpu-specs/core-i7-9700.c2183,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 2020M,,Intel,Ivy Bridge,Pentium,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 2030M,,Intel,Ivy Bridge,Pentium,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 2117U,,Intel,Ivy Bridge,Pentium,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 2127U,,Intel,Ivy Bridge,Pentium,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 2129Y,,Intel,Ivy Bridge,Pentium,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3205U,,Intel,Broadwell,Pentium,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3215U,,Intel,Broadwell,Pentium,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3550M,,Intel,Haswell,Pentium,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3556U,,Intel,Haswell,Pentium,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3558U,,Intel,Haswell,Pentium,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3560M,,Intel,Haswell,Pentium,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3560Y,,Intel,Haswell,Pentium,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3561Y,,Intel,Haswell,Pentium,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3755U,,Intel,Broadwell,Pentium,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3765U,,Intel,Broadwell,Pentium,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3805U,,Intel,Broadwell,Pentium,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 3825U,,Intel,Broadwell,Pentium,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 4405U,,Intel,Skylake,Pentium,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 4405Y,,Intel,Skylake,Pentium,,,,694.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/skylake_(server)#Extreme_Core_Count_.28XCC.29,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium 8500,"Feb 23rd, 2022",Intel,Alder Lake-U,Pentium,1000 MHz,9.0,5.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/pentium-8500.c2672,10.0,,,,,Intel
Intel Pentium 8505,"Feb 23rd, 2022",Intel,Alder Lake-U,Pentium,1200 MHz,15.0,5.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/pentium-8505.c2673,10.0,,,,,Intel
Intel Pentium 8505 (IPU),"Feb 23rd, 2022",Intel,Alder Lake-U,Pentium,1200 MHz,15.0,5.0,,io_die_size () + die_size (),https://www.techpowerup.com/cpu-specs/pentium-8505-ipu.c2700,10.0,,,,,Intel
Intel Pentium A1018,,Intel,Ivy Bridge,Pentium,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium D1507,,Intel,Broadwell,Pentium D,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium D1508,,Intel,Broadwell,Pentium D,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium D1509,,Intel,Broadwell,Pentium D,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium D1517,,Intel,Broadwell,Pentium D,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium D1519,,Intel,Broadwell,Pentium D,,,,456.12,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/broadwell_(client)#Die_Stats,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1610,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1610T,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1620,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1620T,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1630,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1820,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1820T,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1830,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1840,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1840T,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G1850,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2010,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2020,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2020T,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2030,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2030T,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2100T,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2120,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2120T,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G2140,,Intel,Ivy Bridge,Pentium G,,,,541.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/ivy_bridge_(client)#Pentadeca-Core_Ivy_Bridge_die,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G3220,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G3220T,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G3240,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
Intel Pentium G3240T,,Intel,Haswell,Pentium G,,,,622.0,Max value of cpu_manufacture https://en.wikichip.org/wiki/intel/microarchitectures/haswell_(client)#Octadeca-core,https://github.com/cloud-carbon-footprint/cloud-carbon-coefficients/tree/main/data,,,,,,
