name,source,code_name,frequency,tdp,cores,total_die_size,total_die_size_source,manufacturer
AMD Athlon 64 3300+,https://www.techpowerup.com/cpu-specs/athlon-64-3300.c542,NewCastle,2.4 GHz,89,1,144.0,io_die_size () + die_size (144 mm²),AMD
AMD Athlon 64 3400+,https://www.techpowerup.com/cpu-specs/athlon-64-3400.c546,NewCastle,2.2 GHz,89,1,144.0,io_die_size () + die_size (144 mm²),AMD
AMD Athlon 64 3400+,https://www.techpowerup.com/cpu-specs/athlon-64-3400.c476,Venice,2.4 GHz,67,1,84.0,io_die_size () + die_size (84 mm²),AMD
AMD Athlon 64 3400+,https://www.techpowerup.com/cpu-specs/athlon-64-3400.c541,Clawhammer,2.4 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 3400+,https://www.techpowerup.com/cpu-specs/athlon-64-3400.c60,Newark,2.2 GHz,83,1,,io_die_size () + die_size (),AMD
AMD Athlon 64 3400+,https://www.techpowerup.com/cpu-specs/athlon-64-3400.c51,NewCastle,2.4 GHz,89,1,144.0,io_die_size () + die_size (144 mm²),AMD
AMD Athlon 64 3400+,https://www.techpowerup.com/cpu-specs/athlon-64-3400.c50,Clawhammer,2.2 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 3400+,https://www.techpowerup.com/cpu-specs/athlon-64-3400.c547,Venice,2.2 GHz,67,1,83.0,io_die_size () + die_size (83 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c40,Venice,2.2 GHz,67,1,83.0,io_die_size () + die_size (83 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c550,Manchester,2.2 GHz,67,1,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c42,Winchester,2.2 GHz,67,1,84.0,io_die_size () + die_size (84 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c583,Lima,2.2 GHz,45,1,77.0,io_die_size () + die_size (77 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c573,Windsor,2.2 GHz,62,1,230.0,io_die_size () + die_size (230 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c318,Clawhammer,2.2 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c43,NewCastle,2.2 GHz,89,1,144.0,io_die_size () + die_size (144 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c548,San Diego,2.2 GHz,67,1,115.0,io_die_size () + die_size (115 mm²),AMD
AMD Athlon 64 3500+,https://www.techpowerup.com/cpu-specs/athlon-64-3500.c364,Orleans,2.2 GHz,62,1,183.0,io_die_size () + die_size (183 mm²),AMD
AMD Athlon 64 3500+ (F3),https://www.techpowerup.com/cpu-specs/athlon-64-3500-f3.c2155,Orleans,2.2 GHz,59,1,103.0,io_die_size () + die_size (103.1 mm²),AMD
AMD Athlon 64 3500+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-3500-ee.c367,Orleans,2.2 GHz,35,1,183.0,io_die_size () + die_size (183 mm²),AMD
AMD Athlon 64 3600+,https://www.techpowerup.com/cpu-specs/athlon-64-3600.c2153,Clawhammer,2.4 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 3700+,https://www.techpowerup.com/cpu-specs/athlon-64-3700.c49,Clawhammer,2.4 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 3700+,https://www.techpowerup.com/cpu-specs/athlon-64-3700.c59,Newark,2.4 GHz,83,1,,io_die_size () + die_size (),AMD
AMD Athlon 64 3700+,https://www.techpowerup.com/cpu-specs/athlon-64-3700.c551,Toledo,2.2 GHz,89,1,199.0,io_die_size () + die_size (199 mm²),AMD
AMD Athlon 64 3700+,https://www.techpowerup.com/cpu-specs/athlon-64-3700.c39,San Diego,2.2 GHz,89,1,115.0,io_die_size () + die_size (115 mm²),AMD
AMD Athlon 64 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-3800.c363,Orleans,2.4 GHz,62,1,183.0,io_die_size () + die_size (183 mm²),AMD
AMD Athlon 64 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-3800.c584,Lima,2.4 GHz,45,1,77.0,io_die_size () + die_size (77 mm²),AMD
AMD Athlon 64 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-3800.c2154,Clawhammer,2.4 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-3800.c38,Venice,2.4 GHz,89,1,83.0,io_die_size () + die_size (83 mm²),AMD
AMD Athlon 64 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-3800.c57,NewCastle,2.4 GHz,89,1,144.0,io_die_size () + die_size (144 mm²),AMD
AMD Athlon 64 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-3800.c574,Windsor,2.4 GHz,62,1,230.0,io_die_size () + die_size (230 mm²),AMD
AMD Athlon 64 3800+ (F3),https://www.techpowerup.com/cpu-specs/athlon-64-3800-f3.c2156,Orleans,2.4 GHz,59,1,103.0,io_die_size () + die_size (103.1 mm²),AMD
AMD Athlon 64 4000+,https://www.techpowerup.com/cpu-specs/athlon-64-4000.c552,Toledo,2.4 GHz,89,1,199.0,io_die_size () + die_size (199 mm²),AMD
AMD Athlon 64 4000+,https://www.techpowerup.com/cpu-specs/athlon-64-4000.c36,San Diego,2.4 GHz,89,1,115.0,io_die_size () + die_size (115 mm²),AMD
AMD Athlon 64 4000+,https://www.techpowerup.com/cpu-specs/athlon-64-4000.c133,Newark,2.6 GHz,62,1,,io_die_size () + die_size (),AMD
AMD Athlon 64 4000+,https://www.techpowerup.com/cpu-specs/athlon-64-4000.c575,Windsor,2.6 GHz,62,1,230.0,io_die_size () + die_size (230 mm²),AMD
AMD Athlon 64 4000+,https://www.techpowerup.com/cpu-specs/athlon-64-4000.c37,Clawhammer,2.4 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 4000+ (F3),https://www.techpowerup.com/cpu-specs/athlon-64-4000-f3.c572,Orleans,2.6 GHz,59,1,103.0,io_die_size () + die_size (103.1 mm²),AMD
AMD Athlon 64 FX-51,https://www.techpowerup.com/cpu-specs/athlon-64-fx-51.c35,SledgeHammer,2.2 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 FX-53,https://www.techpowerup.com/cpu-specs/athlon-64-fx-53.c34,SledgeHammer,2.4 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 FX-53,https://www.techpowerup.com/cpu-specs/athlon-64-fx-53.c33,Clawhammer,2.4 GHz,89,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 FX-55,https://www.techpowerup.com/cpu-specs/athlon-64-fx-55.c32,Clawhammer,2.6 GHz,104,1,193.0,io_die_size () + die_size (193 mm²),AMD
AMD Athlon 64 FX-55,https://www.techpowerup.com/cpu-specs/athlon-64-fx-55.c31,San Diego,2.6 GHz,104,1,115.0,io_die_size () + die_size (115 mm²),AMD
AMD Athlon 64 FX-57,https://www.techpowerup.com/cpu-specs/athlon-64-fx-57.c30,San Diego,2.8 GHz,104,1,115.0,io_die_size () + die_size (115 mm²),AMD
AMD Athlon 64 FX-60,https://www.techpowerup.com/cpu-specs/athlon-64-fx-60.c330,Toledo,2.6 GHz,110,2,199.0,io_die_size () + die_size (199 mm²),AMD
AMD Athlon 64 FX-62,https://www.techpowerup.com/cpu-specs/athlon-64-fx-62.c346,Windsor,2.8 GHz,125,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 FX-70,https://www.techpowerup.com/cpu-specs/athlon-64-fx-70.c405,Windsor,2.6 GHz,125,2,235.0,io_die_size () + die_size (235 mm²),AMD
AMD Athlon 64 FX-72,https://www.techpowerup.com/cpu-specs/athlon-64-fx-72.c406,Windsor,2.8 GHz,125,2,235.0,io_die_size () + die_size (235 mm²),AMD
AMD Athlon 64 FX-74,https://www.techpowerup.com/cpu-specs/athlon-64-fx-74.c407,Windsor,3 GHz,125,2,235.0,io_die_size () + die_size (235 mm²),AMD
AMD Athlon 64 FX-76,https://www.techpowerup.com/cpu-specs/athlon-64-fx-76.c408,Windsor,3.2 GHz,125,2,235.0,io_die_size () + die_size (235 mm²),AMD
AMD Athlon 64 LE-1600,https://www.techpowerup.com/cpu-specs/athlon-64-le-1600.c576,Windsor,2.2 GHz,45,1,230.0,io_die_size () + die_size (230 mm²),AMD
AMD Athlon 64 LE-1600,https://www.techpowerup.com/cpu-specs/athlon-64-le-1600.c2157,Orleans,2.2 GHz,45,1,303.0,io_die_size () + die_size (101.3 mm²),AMD
AMD Athlon 64 LE-1620,https://www.techpowerup.com/cpu-specs/athlon-64-le-1620.c2158,Orleans,2.4 GHz,45,1,303.0,io_die_size () + die_size (101.3 mm²),AMD
AMD Athlon 64 LE-1620,https://www.techpowerup.com/cpu-specs/athlon-64-le-1620.c577,Windsor,2.4 GHz,45,1,230.0,io_die_size () + die_size (230 mm²),AMD
AMD Athlon 64 LE-1640,https://www.techpowerup.com/cpu-specs/athlon-64-le-1640.c2159,Orleans,2.6 GHz,45,1,303.0,io_die_size () + die_size (101.3 mm²),AMD
AMD Athlon 64 LE-1640,https://www.techpowerup.com/cpu-specs/athlon-64-le-1640.c585,Lima,2.7 GHz,45,1,77.0,io_die_size () + die_size (77 mm²),AMD
AMD Athlon 64 LE-1640,https://www.techpowerup.com/cpu-specs/athlon-64-le-1640.c578,Windsor,2.6 GHz,45,1,230.0,io_die_size () + die_size (230 mm²),AMD
AMD Athlon 64 LE-1640B,https://www.techpowerup.com/cpu-specs/athlon-64-le-1640b.c2151,Lima,2.7 GHz,45,1,77.0,io_die_size () + die_size (77 mm²),AMD
AMD Athlon 64 LE-1660,https://www.techpowerup.com/cpu-specs/athlon-64-le-1660.c586,Lima,2.8 GHz,45,1,77.0,io_die_size () + die_size (77 mm²),AMD
AMD Athlon 64 X2 3600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3600.c430,Brisbane,1900 MHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 3600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3600.c431,Manchester,2000 MHz,89,2,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 X2 3600+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3600-ee.c361,Windsor,2000 MHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3800.c29,Manchester,2000 MHz,89,2,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 X2 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3800.c353,Windsor,2000 MHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 3800+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3800.c432,Toledo,2000 MHz,89,2,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 X2 3800+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3800-ee.c360,Windsor,2000 MHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 3800+ EE SFF,https://www.techpowerup.com/cpu-specs/athlon-64-x2-3800-ee-sff.c362,Windsor,2000 MHz,35,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4000+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4000.c352,Windsor,2000 MHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4000+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4000.c429,Brisbane,2.1 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 4000+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4000-ee.c359,Windsor,2000 MHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4200+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4200.c351,Windsor,2.2 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4200+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4200.c328,Manchester,2.2 GHz,89,2,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 X2 4200+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4200.c433,Toledo,2.2 GHz,89,2,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 X2 4200+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4200.c475,Brisbane,2.2 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 4200+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4200-ee.c358,Windsor,2.2 GHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4400+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4400.c350,Windsor,2.2 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4400+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4400.c428,Brisbane,2.3 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 4400+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4400.c27,Toledo,2.2 GHz,110,2,199.0,io_die_size () + die_size (199 mm²),AMD
AMD Athlon 64 X2 4400+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4400-ee.c357,Windsor,2.2 GHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4600.c434,Toledo,2.4 GHz,89,2,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 X2 4600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4600.c589,Brisbane,2.4 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 4600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4600.c26,Manchester,2.4 GHz,110,2,156.0,io_die_size () + die_size (156 mm²),AMD
AMD Athlon 64 X2 4600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4600.c349,Windsor,2.4 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4600+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4600-ee.c356,Windsor,2.4 GHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4800+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4800.c85,Toledo,2.4 GHz,110,2,199.0,io_die_size () + die_size (199 mm²),AMD
AMD Athlon 64 X2 4800+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4800.c427,Brisbane,2.5 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 4800+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4800.c348,Windsor,2.4 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 4800+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-4800-ee.c354,Windsor,2.4 GHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5000+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5000.c347,Windsor,2.6 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5000+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5000.c426,Brisbane,2.6 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 5000+ BE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5000-be.c478,Brisbane,2.6 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 5000+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5000-ee.c591,Windsor,2.6 GHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5000+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5000-ee.c587,Windsor,2.6 GHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5200+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5200.c462,Windsor,2.6 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5200+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5200.c479,Brisbane,2.7 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 5200+ EE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5200-ee.c401,Windsor,2.6 GHz,65,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5400+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5400.c423,Windsor,2.8 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5400+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5400.c480,Brisbane,2.8 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 5400+ BE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5400-be.c491,Brisbane,2.8 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 5600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5600.c424,Windsor,2.8 GHz,89,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 5600+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5600.c481,Brisbane,2.9 GHz,65,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 5800+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-5800.c482,Brisbane,3 GHz,89,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 6000+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-6000.c483,Brisbane,3.1 GHz,89,2,126.0,io_die_size () + die_size (126 mm²),AMD
AMD Athlon 64 X2 6000+,https://www.techpowerup.com/cpu-specs/athlon-64-x2-6000.c425,Windsor,3 GHz,125,2,220.0,io_die_size () + die_size (220 mm²),AMD
AMD Athlon 64 X2 6400+ BE,https://www.techpowerup.com/cpu-specs/athlon-64-x2-6400-be.c477,Windsor,3.2 GHz,125,2,230.0,io_die_size () + die_size (230 mm²),AMD
AMD Athlon 650,https://www.techpowerup.com/cpu-specs/athlon-650.c1239,Thunderbird,650 MHz,38,1,120.0,io_die_size () + die_size (120 mm²),AMD
AMD Athlon 700,https://www.techpowerup.com/cpu-specs/athlon-700.c1238,Thunderbird,700 MHz,40,1,120.0,io_die_size () + die_size (120 mm²),AMD
AMD Athlon 750,https://www.techpowerup.com/cpu-specs/athlon-750.c1236,Thunderbird,750 MHz,43,1,120.0,io_die_size () + die_size (120 mm²),AMD
AMD Athlon 800,https://www.techpowerup.com/cpu-specs/athlon-800.c1235,Thunderbird,800 MHz,45,1,120.0,io_die_size () + die_size (120 mm²),AMD
AMD Athlon 850,https://www.techpowerup.com/cpu-specs/athlon-850.c1234,Thunderbird,850 MHz,47,1,120.0,io_die_size () + die_size (120 mm²),AMD
AMD Athlon 900,https://www.techpowerup.com/cpu-specs/athlon-900.c1233,Thunderbird,900 MHz,50,1,120.0,io_die_size () + die_size (120 mm²),AMD
AMD Athlon 950,https://www.techpowerup.com/cpu-specs/athlon-950.c1232,Thunderbird,950 MHz,52,1,120.0,io_die_size () + die_size (120 mm²),AMD
AMD Athlon Gold 3150G,https://www.techpowerup.com/cpu-specs/athlon-gold-3150g.c2330,Dali,3.5 GHz,65,4,,io_die_size () + die_size (),AMD
AMD Athlon Gold 3150GE,https://www.techpowerup.com/cpu-specs/athlon-gold-3150ge.c2331,Dali,3.5 GHz,35,4,,io_die_size () + die_size (),AMD
AMD Athlon Gold 7220U,https://www.techpowerup.com/cpu-specs/athlon-gold-7220u.c3044,Mendocino,2.4 GHz,15,2,100.0,io_die_size () + die_size (100 mm²),AMD
AMD Athlon Gold PRO 3150G,https://www.techpowerup.com/cpu-specs/athlon-gold-pro-3150g.c2333,Dali,3.5 GHz,65,4,,io_die_size () + die_size (),AMD
AMD Athlon Gold PRO 3150GE,https://www.techpowerup.com/cpu-specs/athlon-gold-pro-3150ge.c2335,Dali,3.5 GHz,35,4,,io_die_size () + die_size (),AMD
AMD Athlon II X2 210e,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-210e.c684,Regor,2.6 GHz,45,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 215,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-215.c688,Regor,2.7 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 220,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-220.c689,Regor,2.8 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 235e,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-235e.c685,Regor,2.7 GHz,45,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 240,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-240.c600,Regor,2.8 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 240e,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-240e.c686,Regor,2.8 GHz,45,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 245,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-245.c601,Regor,2.9 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 245e,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-245e.c687,Regor,2.9 GHz,45,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 250,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-250.c602,Regor,3 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 250e,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-250e.c1529,Regor,3 GHz,45,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 250u,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-250u.c682,Regor,1600 MHz,25,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 255,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-255.c690,Regor,3.1 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 260,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-260.c691,Regor,3.2 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 260u,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-260u.c683,Regor,1800 MHz,25,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 265,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-265.c1527,Regor,3.3 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 270,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-270.c1526,Regor,3.4 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 270u,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-270u.c1528,Regor,2000 MHz,25,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X2 280,https://www.techpowerup.com/cpu-specs/athlon-ii-x2-280.c1525,Regor,3.6 GHz,65,2,117.0,io_die_size () + die_size (117 mm²),AMD
AMD Athlon II X3 400e,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-400e.c623,Rana,2.2 GHz,45,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 405e,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-405e.c624,Rana,2.3 GHz,45,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 415e,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-415e.c692,Rana,2.5 GHz,45,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 420e,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-420e.c766,Rana,2.6 GHz,45,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 425,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-425.c693,Rana,2.7 GHz,95,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 425e,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-425e.c767,Rana,2.7 GHz,45,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 435,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-435.c694,Rana,2.9 GHz,95,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 440,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-440.c695,Rana,3 GHz,95,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 445,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-445.c696,Rana,3.1 GHz,95,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 450,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-450.c697,Rana,3.2 GHz,95,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 455,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-455.c768,Rana,3.3 GHz,95,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X3 460,https://www.techpowerup.com/cpu-specs/athlon-ii-x3-460.c769,Rana,3.4 GHz,95,3,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X4 600e,https://www.techpowerup.com/cpu-specs/athlon-ii-x4-600e.c778,Propus,2.2 GHz,45,4,169.0,io_die_size () + die_size (169 mm²),AMD
AMD Athlon II X4 605e,https://www.techpowerup.com/cpu-specs/athlon-ii-x4-605e.c779,Propus,2.3 GHz,45,4,169.0,io_die_size () + die_size (169 mm²),AMD
