name,source,code_name,frequency,tdp,cores,total_die_size,total_die_size_source,manufacturer
Intel Celeron N2840,https://www.techpowerup.com/cpu-specs/celeron-n2840.c1881,Bay Trail-M,2.16 GHz,7,2,,io_die_size () + die_size (),Intel
Intel Celeron N2910,https://www.techpowerup.com/cpu-specs/celeron-n2910.c1888,Bay Trail-M,1600 MHz,7,4,,io_die_size () + die_size (),Intel
Intel Celeron N2920,https://www.techpowerup.com/cpu-specs/celeron-n2920.c1889,Bay Trail-M,1860 MHz,7,4,,io_die_size () + die_size (),Intel
Intel Celeron N2930,https://www.techpowerup.com/cpu-specs/celeron-n2930.c1890,Bay Trail-M,1830 MHz,7,4,,io_die_size () + die_size (),Intel
Intel Celeron N2940,https://www.techpowerup.com/cpu-specs/celeron-n2940.c1891,Bay Trail-M,1830 MHz,7,4,,io_die_size () + die_size (),Intel
Intel Celeron P1053,https://www.techpowerup.com/cpu-specs/celeron-p1053.c775,Jasper Forest,1333 MHz,30,1,,io_die_size () + die_size (),Intel
Intel Core 2 Duo E4300,https://www.techpowerup.com/cpu-specs/core-2-duo-e4300.c374,Allendale,1800 MHz,65,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo E4400,https://www.techpowerup.com/cpu-specs/core-2-duo-e4400.c519,Allendale,2000 MHz,65,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo E4500,https://www.techpowerup.com/cpu-specs/core-2-duo-e4500.c520,Allendale,2.2 GHz,65,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo E4600,https://www.techpowerup.com/cpu-specs/core-2-duo-e4600.c521,Allendale,2.4 GHz,65,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo E4700,https://www.techpowerup.com/cpu-specs/core-2-duo-e4700.c522,Allendale,2.6 GHz,65,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo E6300,https://www.techpowerup.com/cpu-specs/core-2-duo-e6300.c373,Conroe,1866 MHz,65,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E6320,https://www.techpowerup.com/cpu-specs/core-2-duo-e6320.c470,Conroe,1860 MHz,65,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E6400,https://www.techpowerup.com/cpu-specs/core-2-duo-e6400.c372,Conroe,2.133 GHz,65,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E6420,https://www.techpowerup.com/cpu-specs/core-2-duo-e6420.c471,Conroe,2.133 GHz,65,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo E6550,https://www.techpowerup.com/cpu-specs/core-2-duo-e6550.c460,Conroe,2.333 GHz,65,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E6600,https://www.techpowerup.com/cpu-specs/core-2-duo-e6600.c371,Conroe,2.4 GHz,65,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E6700,https://www.techpowerup.com/cpu-specs/core-2-duo-e6700.c370,Conroe,2.667 GHz,65,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E6750,https://www.techpowerup.com/cpu-specs/core-2-duo-e6750.c459,Conroe,2.667 GHz,65,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E6850,https://www.techpowerup.com/cpu-specs/core-2-duo-e6850.c422,Conroe,3 GHz,75,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo E7200,https://www.techpowerup.com/cpu-specs/core-2-duo-e7200.c517,Wolfdale,2.533 GHz,65,2,82.0,io_die_size () + die_size (82 mm²),Intel
Intel Core 2 Duo E7300,https://www.techpowerup.com/cpu-specs/core-2-duo-e7300.c518,Wolfdale,2.667 GHz,65,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E7400,https://www.techpowerup.com/cpu-specs/core-2-duo-e7400.c1532,Wolfdale,2.8 GHz,65,2,82.0,io_die_size () + die_size (82 mm²),Intel
Intel Core 2 Duo E7500,https://www.techpowerup.com/cpu-specs/core-2-duo-e7500.c1530,Wolfdale,2.933 GHz,65,2,82.0,io_die_size () + die_size (82 mm²),Intel
Intel Core 2 Duo E7600,https://www.techpowerup.com/cpu-specs/core-2-duo-e7600.c1531,Wolfdale,3.067 GHz,65,2,82.0,io_die_size () + die_size (82 mm²),Intel
Intel Core 2 Duo E8135,https://www.techpowerup.com/cpu-specs/core-2-duo-e8135.c2724,Penryn,2.667 GHz,44,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E8190,https://www.techpowerup.com/cpu-specs/core-2-duo-e8190.c622,Wolfdale,2.667 GHz,65,2,104.0,io_die_size () + die_size (104 mm²),Intel
Intel Core 2 Duo E8200,https://www.techpowerup.com/cpu-specs/core-2-duo-e8200.c468,Wolfdale,2.667 GHz,65,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E8235,https://www.techpowerup.com/cpu-specs/core-2-duo-e8235.c2725,Penryn,2.8 GHz,44,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E8300,https://www.techpowerup.com/cpu-specs/core-2-duo-e8300.c1073,Wolfdale,2.833 GHz,65,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E8335,https://www.techpowerup.com/cpu-specs/core-2-duo-e8335.c2726,Penryn,2.933 GHz,44,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E8400,https://www.techpowerup.com/cpu-specs/core-2-duo-e8400.c467,Wolfdale,3 GHz,65,2,104.0,io_die_size () + die_size (104 mm²),Intel
Intel Core 2 Duo E8435,https://www.techpowerup.com/cpu-specs/core-2-duo-e8435.c2727,Penryn,3.067 GHz,44,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E8500,https://www.techpowerup.com/cpu-specs/core-2-duo-e8500.c469,Wolfdale,3.166 GHz,65,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo E8600,https://www.techpowerup.com/cpu-specs/core-2-duo-e8600.c621,Wolfdale,3.333 GHz,65,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo P8400,https://www.techpowerup.com/cpu-specs/core-2-duo-p8400.c2717,Penryn,2.267 GHz,25,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Core 2 Duo P8600,https://www.techpowerup.com/cpu-specs/core-2-duo-p8600.c2718,Penryn,2.4 GHz,25,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Core 2 Duo P8700,https://www.techpowerup.com/cpu-specs/core-2-duo-p8700.c2728,Penryn,2.533 GHz,25,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Core 2 Duo P8800,https://www.techpowerup.com/cpu-specs/core-2-duo-p8800.c2729,Penryn,2.667 GHz,25,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Core 2 Duo P9500,https://www.techpowerup.com/cpu-specs/core-2-duo-p9500.c2730,Penryn,2.533 GHz,25,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo P9600,https://www.techpowerup.com/cpu-specs/core-2-duo-p9600.c2731,Penryn,2.667 GHz,25,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo P9700,https://www.techpowerup.com/cpu-specs/core-2-duo-p9700.c2732,Penryn,2.8 GHz,28,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo T5200,https://www.techpowerup.com/cpu-specs/core-2-duo-t5200.c458,Merom,1600 MHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T5500,https://www.techpowerup.com/cpu-specs/core-2-duo-t5500.c379,Merom,1667 MHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T5600,https://www.techpowerup.com/cpu-specs/core-2-duo-t5600.c378,Merom,1833 MHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7100,https://www.techpowerup.com/cpu-specs/core-2-duo-t7100.c1537,Merom,1800 MHz,35,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo T7200,https://www.techpowerup.com/cpu-specs/core-2-duo-t7200.c376,Merom,2000 MHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7250,https://www.techpowerup.com/cpu-specs/core-2-duo-t7250.c1538,Merom,2000 MHz,35,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo T7300,https://www.techpowerup.com/cpu-specs/core-2-duo-t7300.c1507,Merom,2000 MHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7400,https://www.techpowerup.com/cpu-specs/core-2-duo-t7400.c377,Merom,2.166 GHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7500,https://www.techpowerup.com/cpu-specs/core-2-duo-t7500.c1533,Merom,2.2 GHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7600,https://www.techpowerup.com/cpu-specs/core-2-duo-t7600.c375,Merom,2.333 GHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7600G,https://www.techpowerup.com/cpu-specs/core-2-duo-t7600g.c1534,Merom,2.333 GHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7700,https://www.techpowerup.com/cpu-specs/core-2-duo-t7700.c1535,Merom,2.4 GHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T7800,https://www.techpowerup.com/cpu-specs/core-2-duo-t7800.c1536,Merom,2.6 GHz,35,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Duo T8100,https://www.techpowerup.com/cpu-specs/core-2-duo-t8100.c2733,Penryn,2.1 GHz,35,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Core 2 Duo T8300,https://www.techpowerup.com/cpu-specs/core-2-duo-t8300.c2734,Penryn,2.4 GHz,35,2,81.0,io_die_size () + die_size (81 mm²),Intel
Intel Core 2 Duo T9300,https://www.techpowerup.com/cpu-specs/core-2-duo-t9300.c2735,Penryn,2.5 GHz,35,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo T9400,https://www.techpowerup.com/cpu-specs/core-2-duo-t9400.c2736,Penryn,2.533 GHz,35,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo T9500,https://www.techpowerup.com/cpu-specs/core-2-duo-t9500.c2737,Penryn,2.6 GHz,35,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo T9550,https://www.techpowerup.com/cpu-specs/core-2-duo-t9550.c2738,Penryn,2.667 GHz,35,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo T9600,https://www.techpowerup.com/cpu-specs/core-2-duo-t9600.c2739,Penryn,2.8 GHz,35,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo T9800,https://www.techpowerup.com/cpu-specs/core-2-duo-t9800.c2740,Penryn,2.933 GHz,35,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo T9900,https://www.techpowerup.com/cpu-specs/core-2-duo-t9900.c2741,Penryn,3.067 GHz,35,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Duo U7500,https://www.techpowerup.com/cpu-specs/core-2-duo-u7500.c1542,Merom,1073 MHz,10,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo U7500,https://www.techpowerup.com/cpu-specs/core-2-duo-u7500.c1544,Merom,1073 MHz,10,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo U7600,https://www.techpowerup.com/cpu-specs/core-2-duo-u7600.c1543,Merom,1200 MHz,10,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo U7600,https://www.techpowerup.com/cpu-specs/core-2-duo-u7600.c1541,Merom,1200 MHz,10,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo U7700,https://www.techpowerup.com/cpu-specs/core-2-duo-u7700.c1540,Merom,1333 MHz,10,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Duo U7700,https://www.techpowerup.com/cpu-specs/core-2-duo-u7700.c1539,Merom,1333 MHz,10,2,111.0,io_die_size () + die_size (111 mm²),Intel
Intel Core 2 Extreme QX6700,https://www.techpowerup.com/cpu-specs/core-2-extreme-qx6700.c402,Kentsfield,2.666 GHz,130,4,286.0,io_die_size () + die_size (2x 143 mm²),Intel
Intel Core 2 Extreme QX6800,https://www.techpowerup.com/cpu-specs/core-2-extreme-qx6800.c659,Kentsfield,2.933 GHz,130,4,286.0,io_die_size () + die_size (2x 143 mm²),Intel
Intel Core 2 Extreme QX6850,https://www.techpowerup.com/cpu-specs/core-2-extreme-qx6850.c464,Kentsfield,3 GHz,130,4,286.0,io_die_size () + die_size (2x 143 mm²),Intel
Intel Core 2 Extreme QX9300,https://www.techpowerup.com/cpu-specs/core-2-extreme-qx9300.c1388,Penryn QC XE,2.534 GHz,45,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Extreme QX9650,https://www.techpowerup.com/cpu-specs/core-2-extreme-qx9650.c530,Yorkfield,3 GHz,130,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Extreme QX9770,https://www.techpowerup.com/cpu-specs/core-2-extreme-qx9770.c531,Yorkfield,3.2 GHz,136,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Extreme QX9775,https://www.techpowerup.com/cpu-specs/core-2-extreme-qx9775.c532,Yorkfield,3.2 GHz,150,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Extreme X6800,https://www.techpowerup.com/cpu-specs/core-2-extreme-x6800.c369,Conroe XE,2.933 GHz,75,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Extreme X7900,https://www.techpowerup.com/cpu-specs/core-2-extreme-x7900.c1385,Merom XE,2.8 GHz,44,2,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Extreme X9000,https://www.techpowerup.com/cpu-specs/core-2-extreme-x9000.c2742,Penryn XE,2.8 GHz,44,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Extreme X9100,https://www.techpowerup.com/cpu-specs/core-2-extreme-x9100.c1386,Penryn XE,3.067 GHz,44,2,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Quad Q6600 (105W),https://www.techpowerup.com/cpu-specs/core-2-quad-q6600-105w.c658,Kentsfield,2.4 GHz,105,4,286.0,io_die_size () + die_size (2x 143 mm²),Intel
Intel Core 2 Quad Q6600 (95W),https://www.techpowerup.com/cpu-specs/core-2-quad-q6600-95w.c403,Kentsfield,2.4 GHz,95,4,286.0,io_die_size () + die_size (2x 143 mm²),Intel
Intel Core 2 Quad Q6700,https://www.techpowerup.com/cpu-specs/core-2-quad-q6700.c523,Kentsfield,2.666 GHz,95,4,286.0,io_die_size () + die_size (2x 143 mm²),Intel
Intel Core 2 Quad Q7600,https://www.techpowerup.com/cpu-specs/core-2-quad-q7600.c669,Yorkfield,2.7 GHz,95,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q8200,https://www.techpowerup.com/cpu-specs/core-2-quad-q8200.c524,Yorkfield,2.333 GHz,95,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q8200S,https://www.techpowerup.com/cpu-specs/core-2-quad-q8200s.c653,Yorkfield,2.333 GHz,65,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q8300,https://www.techpowerup.com/cpu-specs/core-2-quad-q8300.c654,Yorkfield,2.5 GHz,95,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q8400,https://www.techpowerup.com/cpu-specs/core-2-quad-q8400.c655,Yorkfield,2.666 GHz,95,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q8400S,https://www.techpowerup.com/cpu-specs/core-2-quad-q8400s.c656,Yorkfield,2.666 GHz,65,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q9100,https://www.techpowerup.com/cpu-specs/core-2-quad-q9100.c1387,Penryn QC,2.267 GHz,45,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Quad Q9300,https://www.techpowerup.com/cpu-specs/core-2-quad-q9300.c525,Yorkfield,2.5 GHz,95,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q9400,https://www.techpowerup.com/cpu-specs/core-2-quad-q9400.c526,Yorkfield,2.666 GHz,95,4,162.0,io_die_size () + die_size (2x 81 mm²),Intel
Intel Core 2 Quad Q9400S,https://www.techpowerup.com/cpu-specs/core-2-quad-q9400s.c652,Yorkfield,2.666 GHz,65,4,164.0,io_die_size () + die_size (2x 82 mm²),Intel
Intel Core 2 Quad Q9450,https://www.techpowerup.com/cpu-specs/core-2-quad-q9450.c527,Yorkfield,2.666 GHz,95,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Quad Q9505,https://www.techpowerup.com/cpu-specs/core-2-quad-q9505.c2840,Yorkfield,2.833 GHz,95,4,164.0,io_die_size () + die_size (164 mm²),Intel
Intel Core 2 Quad Q9550,https://www.techpowerup.com/cpu-specs/core-2-quad-q9550.c528,Yorkfield,2.833 GHz,95,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Quad Q9550S,https://www.techpowerup.com/cpu-specs/core-2-quad-q9550s.c651,Yorkfield,2.833 GHz,65,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Quad Q9650,https://www.techpowerup.com/cpu-specs/core-2-quad-q9650.c529,Yorkfield,3 GHz,95,4,214.0,io_die_size () + die_size (2x 107 mm²),Intel
Intel Core 2 Solo ULV SU3300,https://www.techpowerup.com/cpu-specs/core-2-solo-ulv-su3300.c1091,Penryn-L,1200 MHz,5,1,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Solo ULV SU3500,https://www.techpowerup.com/cpu-specs/core-2-solo-ulv-su3500.c1092,Penryn-L,1400 MHz,5,1,107.0,io_die_size () + die_size (107 mm²),Intel
Intel Core 2 Solo ULV U2100,https://www.techpowerup.com/cpu-specs/core-2-solo-ulv-u2100.c1090,Merom-L,1067 MHz,5,1,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core 2 Solo ULV U2200,https://www.techpowerup.com/cpu-specs/core-2-solo-ulv-u2200.c1094,Merom-L,1200 MHz,5,1,143.0,io_die_size () + die_size (143 mm²),Intel
Intel Core Duo LV L2300,https://www.techpowerup.com/cpu-specs/core-duo-lv-l2300.c417,Yonah,1500 MHz,15,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo LV L2400,https://www.techpowerup.com/cpu-specs/core-duo-lv-l2400.c418,Yonah,1666 MHz,15,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo LV L2500,https://www.techpowerup.com/cpu-specs/core-duo-lv-l2500.c419,Yonah,1833 MHz,15,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo T2050,https://www.techpowerup.com/cpu-specs/core-duo-t2050.c409,Yonah,1600 MHz,31,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo T2250,https://www.techpowerup.com/cpu-specs/core-duo-t2250.c410,Yonah,1733 MHz,31,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo T2300,https://www.techpowerup.com/cpu-specs/core-duo-t2300.c339,Yonah,1660 MHz,31,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo T2400,https://www.techpowerup.com/cpu-specs/core-duo-t2400.c340,Yonah,1826 MHz,31,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo T2500,https://www.techpowerup.com/cpu-specs/core-duo-t2500.c342,Yonah,1992 MHz,31,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo T2600,https://www.techpowerup.com/cpu-specs/core-duo-t2600.c341,Yonah,2.166 GHz,31,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo T2700,https://www.techpowerup.com/cpu-specs/core-duo-t2700.c416,Yonah,2.333 GHz,31,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo ULV L2400,https://www.techpowerup.com/cpu-specs/core-duo-ulv-l2400.c420,Yonah,1066 MHz,9,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Duo ULV L2500,https://www.techpowerup.com/cpu-specs/core-duo-ulv-l2500.c421,Yonah,1200 MHz,9,2,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core M-5Y10,https://www.techpowerup.com/cpu-specs/core-m-5y10.c1783,Broadwell-Y,800 MHz,5,2,50.0,io_die_size () + die_size (50 mm²),Intel
Intel Core M-5Y10a,https://www.techpowerup.com/cpu-specs/core-m-5y10a.c1784,Broadwell-Y,800 MHz,5,2,50.0,io_die_size () + die_size (50 mm²),Intel
Intel Core M-5Y10c,https://www.techpowerup.com/cpu-specs/core-m-5y10c.c1815,Broadwell-Y,800 MHz,5,2,50.0,io_die_size () + die_size (50 mm²),Intel
Intel Core M-5Y31,https://www.techpowerup.com/cpu-specs/core-m-5y31.c1818,Broadwell-Y,900 MHz,5,2,50.0,io_die_size () + die_size (50 mm²),Intel
Intel Core M-5Y51,https://www.techpowerup.com/cpu-specs/core-m-5y51.c1817,Broadwell-Y,1100 MHz,5,2,50.0,io_die_size () + die_size (50 mm²),Intel
Intel Core M-5Y70,https://www.techpowerup.com/cpu-specs/core-m-5y70.c1782,Broadwell-Y,1100 MHz,5,2,50.0,io_die_size () + die_size (50 mm²),Intel
Intel Core M-5Y71,https://www.techpowerup.com/cpu-specs/core-m-5y71.c1816,Broadwell-Y,1200 MHz,5,2,50.0,io_die_size () + die_size (50 mm²),Intel
Intel Core Solo T1200,https://www.techpowerup.com/cpu-specs/core-solo-t1200.c411,Yonah,1500 MHz,27,1,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Solo T1300,https://www.techpowerup.com/cpu-specs/core-solo-t1300.c338,Yonah,1660 MHz,27,1,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Solo T1350,https://www.techpowerup.com/cpu-specs/core-solo-t1350.c412,Yonah,1866 MHz,27,1,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Solo T1400,https://www.techpowerup.com/cpu-specs/core-solo-t1400.c413,Yonah,1833 MHz,27,1,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Solo ULV U1300,https://www.techpowerup.com/cpu-specs/core-solo-ulv-u1300.c414,Yonah,1066 MHz,5,1,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Solo ULV U1400,https://www.techpowerup.com/cpu-specs/core-solo-ulv-u1400.c415,Yonah,1200 MHz,5,1,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core Solo ULV U1500,https://www.techpowerup.com/cpu-specs/core-solo-ulv-u1500.c1934,Yonah,1333 MHz,5,1,90.0,io_die_size () + die_size (90 mm²),Intel
Intel Core i3-1000G1,https://www.techpowerup.com/cpu-specs/core-i3-1000g1.c2219,Ice Lake-Y,1100 MHz,9,2,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Core i3-1000G4,https://www.techpowerup.com/cpu-specs/core-i3-1000g4.c2220,Ice Lake-Y,1100 MHz,9,2,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Core i3-1005G1,https://www.techpowerup.com/cpu-specs/core-i3-1005g1.c2224,Ice Lake-U,1200 MHz,15,2,123.0,io_die_size () + die_size (123 mm²),Intel
Intel Core i3-10100,https://www.techpowerup.com/cpu-specs/core-i3-10100.c2206,Comet Lake,3.6 GHz,65,4,,io_die_size () + die_size (),Intel
Intel Core i3-10105,https://www.techpowerup.com/cpu-specs/core-i3-10105.c2414,Comet Lake-R,3.7 GHz,65,4,,io_die_size () + die_size (),Intel
Intel Core i3-10105F,https://www.techpowerup.com/cpu-specs/core-i3-10105f.c2415,Comet Lake-R,3.7 GHz,65,4,,io_die_size () + die_size (),Intel
Intel Core i3-10105T,https://www.techpowerup.com/cpu-specs/core-i3-10105t.c2413,Comet Lake-R,3 GHz,35,4,,io_die_size () + die_size (),Intel
Intel Core i3-10110U,https://www.techpowerup.com/cpu-specs/core-i3-10110u.c2234,Comet Lake-U,2.1 GHz,25,2,,io_die_size () + die_size (),Intel
Intel Core i3-10110Y,https://www.techpowerup.com/cpu-specs/core-i3-10110y.c2230,Comet Lake-Y,1000 MHz,9,2,,io_die_size () + die_size (),Intel
Intel Core i3-10300,https://www.techpowerup.com/cpu-specs/core-i3-10300.c2207,Comet Lake,3.7 GHz,62,4,,io_die_size () + die_size (),Intel
Intel Core i3-10305,https://www.techpowerup.com/cpu-specs/core-i3-10305.c2411,Comet Lake-R,3.8 GHz,65,4,,io_die_size () + die_size (),Intel
Intel Core i3-10305T,https://www.techpowerup.com/cpu-specs/core-i3-10305t.c2412,Comet Lake-R,3 GHz,35,4,,io_die_size () + die_size (),Intel
Intel Core i3-10320,https://www.techpowerup.com/cpu-specs/core-i3-10320.c2208,Comet Lake,3.8 GHz,91,4,,io_die_size () + die_size (),Intel
Intel Core i3-10325,https://www.techpowerup.com/cpu-specs/core-i3-10325.c2410,Comet Lake-R,3.9 GHz,65,4,,io_die_size () + die_size (),Intel
Intel Core i3-10350K,https://www.techpowerup.com/cpu-specs/core-i3-10350k.c2209,Comet Lake,4.1 GHz,91,4,,io_die_size () + die_size (),Intel
Intel Core i3-1110G4,https://www.techpowerup.com/cpu-specs/core-i3-1110g4.c2351,Tiger Lake-U,1800 MHz,15,2,,io_die_size () + die_size (),Intel
Intel Core i3-1115G4,https://www.techpowerup.com/cpu-specs/core-i3-1115g4.c2348,Tiger Lake-U,3 GHz,28,2,,io_die_size () + die_size (),Intel
Intel Core i3-1120G4,https://www.techpowerup.com/cpu-specs/core-i3-1120g4.c2350,Tiger Lake-U,1100 MHz,15,4,,io_die_size () + die_size (),Intel
Intel Core i3-1125G4,https://www.techpowerup.com/cpu-specs/core-i3-1125g4.c2347,Tiger Lake-U,2000 MHz,28,4,,io_die_size () + die_size (),Intel
Intel Core i3-12100,https://www.techpowerup.com/cpu-specs/core-i3-12100.c2541,Alder Lake-S,3.3 GHz,60,4,163.0,io_die_size () + die_size (163 mm²),Intel
Intel Core i3-12100E,https://www.techpowerup.com/cpu-specs/core-i3-12100e.c2542,Alder Lake-S,3.2 GHz,60,4,163.0,io_die_size () + die_size (163 mm²),Intel
Intel Core i3-12100F,https://www.techpowerup.com/cpu-specs/core-i3-12100f.c2543,Alder Lake-S,3.3 GHz,58,4,163.0,io_die_size () + die_size (163 mm²),Intel
Intel Core i3-12100T,https://www.techpowerup.com/cpu-specs/core-i3-12100t.c2544,Alder Lake-S,2.2 GHz,35,4,163.0,io_die_size () + die_size (163 mm²),Intel
Intel Core i3-12100TE,https://www.techpowerup.com/cpu-specs/core-i3-12100te.c2545,Alder Lake-S,2.1 GHz,35,4,163.0,io_die_size () + die_size (163 mm²),Intel
Intel Core i3-1210U,https://www.techpowerup.com/cpu-specs/core-i3-1210u.c2586,Alder Lake-U,1000 MHz,9,6,,io_die_size () + die_size (),Intel
Intel Core i3-1215U,https://www.techpowerup.com/cpu-specs/core-i3-1215u.c2585,Alder Lake-U,1200 MHz,15,6,,io_die_size () + die_size (),Intel
