id,manufacturer,CASE.case_type,year,CPU.units,CPU.core_units,CPU.name,CPU.manufacturer,CPU.model_range,CPU.family,CPU.tdp,CPU.manufacture_date,RAM.capacity,RAM.units,SSD.units,SSD.capacity,HDD.units,HDD.capacity,POWER_SUPPLY.units,GPU.memory,GPU.memory,GPU.units,POWER_SUPPLY.units,POWER_SUPPLY.unit_weight,USAGE.instance_per_server,USAGE.time_workload,USAGE.use_time,USAGE.years_life_time,USAGE.other_consumption_ratio,USAGE.overcommited,Warnings
db.r5.2xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.215,0,configuration.ram.capacity not verified
db.r5.4xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.216,0,configuration.ram.capacity not verified
db.r5.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.217,0,configuration.ram.capacity not verified
db.r5.large,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.218,0,configuration.ram.capacity not verified
db.r5.xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,24,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.219,0,configuration.ram.capacity not verified
db.r6g.12xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.220,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
db.r6g.16xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.221,0,configuration.ram.capacity not verified
db.r6g.2xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.222,0,configuration.ram.capacity not verified
db.r6g.4xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.223,0,configuration.ram.capacity not verified
db.r6g.large,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.224,0,configuration.ram.capacity not verified
db.r6g.xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.225,0,configuration.ram.capacity not verified
db.t2.2xlarge,AWS,rack,2016,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2016,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.226,0,configuration.ram.capacity not verified
db.t2.large,AWS,rack,2015,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2015,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.227,0,configuration.ram.capacity not verified
db.t2.medium,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.228,0,configuration.ram.capacity not verified
db.t2.micro,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.229,0,configuration.ram.capacity not verified
db.t2.small,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.230,0,configuration.ram.capacity not verified
db.t2.xlarge,AWS,rack,2016,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2016,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.231,0,configuration.ram.capacity not verified
db.t3.2xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.232,0,configuration.ram.capacity not verified
db.t3.large,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.233,0,configuration.ram.capacity not verified
db.t3.medium,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.234,0,configuration.ram.capacity not verified
db.t3.micro,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.235,0,configuration.ram.capacity not verified
db.t3.small,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.236,0,configuration.ram.capacity not verified
db.t3.xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.237,0,configuration.ram.capacity not verified
db.x1.16xlarge,AWS,rack,2016,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2016,32,61,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.238,0,configuration.ram.capacity not verified
db.x1.32xlarge,AWS,rack,2016,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2016,32,61,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.239,0,configuration.ram.capacity not verified
db.x1e.16xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,32,122,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.240,0,configuration.ram.capacity not verified
db.x1e.2xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,32,122,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.241,0,configuration.ram.capacity not verified
db.x1e.32xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,32,122,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.242,0,configuration.ram.capacity not verified
db.x1e.4xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,32,122,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.243,0,configuration.ram.capacity not verified
db.x1e.8xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,32,122,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.244,0,configuration.ram.capacity not verified
db.x1e.xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,32,122,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.245,0,configuration.ram.capacity not verified
db.z1d.12xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.246,0,configuration.ram.capacity not verified
db.z1d.2xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.247,0,configuration.ram.capacity not verified
db.z1d.3xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.248,0,configuration.ram.capacity not verified
db.z1d.6xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.249,0,configuration.ram.capacity not verified
db.z1d.large,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.250,0,configuration.ram.capacity not verified
db.z1d.xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.251,0,configuration.ram.capacity not verified
dc2.8xlarge,AWS,rack,2017,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2017,4,61,2,2560,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.252,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
dc2.large,AWS,rack,2017,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2017,4,61,1,160,,0,2,,,,2;2;2,2.99;1;5,20,50;0;100,8760,35040,0.33;0.2;0.253,0,configuration.ram.capacity not verified
ds2.8xlarge,AWS,rack,2015,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2015,4,61,0,0,1,16000,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.254,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
ds2.xlarge,AWS,rack,2015,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2015,4,61,0,0,1,2000,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.255,0,configuration.ram.capacity not verified
f1.16xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,16,61,1,940,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.256,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
f1.2xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,16,61,1,470,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.257,0,configuration.ram.capacity not verified
f1.4xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,16,61,1,940,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.258,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
g2.2xlarge,AWS,rack,2013,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2013,4,15,1,60,,0,2,K520,4,4,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.259,0,configuration.ram.capacity not verified
g2.8xlarge,AWS,rack,2015,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2015,4,15,2,120,,0,2,K520,16,4,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.260,0,configuration.ram.capacity not verified
g3.16xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,8,61,0,0,,0,2,Tesla M60,32,4,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.261,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
g3.4xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,8,61,0,0,,0,2,Tesla M60,8,4,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.262,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
g3.8xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,8,61,0,0,,0,2,Tesla M60,16,4,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.263,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
g3s.xlarge,AWS,rack,2018,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2018,8,61,0,0,,0,2,Tesla M60,8,4,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.264,0,configuration.ram.capacity not verified
g4ad.16xlarge,AWS,rack,2019,1,48,EPYC 7R32,amd,epyc,rome,280,2019,32,12,1,2400,,0,2,Radeon Pro V520,32,4,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.265,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
g4ad.4xlarge,AWS,rack,2019,1,48,EPYC 7R32,amd,epyc,rome,280,2019,32,12,1,600,,0,2,Radeon Pro V520,8,4,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.266,0,configuration.ram.capacity not verified
g4ad.8xlarge,AWS,rack,2019,1,48,EPYC 7R32,amd,epyc,rome,280,2019,32,12,1,1200,,0,2,Radeon Pro V520,16,4,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.267,0,configuration.ram.capacity not verified
g4dn.12xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,1,900,,0,2,T4,64,8,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.268,0,configuration.ram.capacity not verified
g4dn.16xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,1,900,,0,2,T4,16,8,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.269,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
g4dn.2xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,2,225,,0,2,T4,16,8,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.270,0,configuration.ram.capacity not verified
g4dn.4xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,2,225,,0,2,T4,16,8,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.271,0,configuration.ram.capacity not verified
g4dn.8xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,1,900,,0,2,T4,16,8,2;2;2,2.99;1;5,3,50;0;100,8760,35040,0.33;0.2;0.272,0,configuration.ram.capacity not verified
g4dn.metal,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,2,900,,0,2,T4,128,8,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.273,0,configuration.ram.capacity not verified
g4dn.xlarge,AWS,rack,2019,2,24,Xeon Platinum 8259CL,intel,xeon platinum,cascadelake,210,2019,32,12,1,125,,0,2,T4,16,8,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.274,0,configuration.ram.capacity not verified
h1.16xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,8,0,0,8,2000,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.275,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
h1.2xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,8,0,0,1,2000,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.276,0,configuration.ram.capacity not verified
h1.4xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,8,0,0,2,2000,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.277,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
h1.8xlarge,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,8,0,0,4,2000,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.278,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
hs1.8xlarge,AWS,rack,2012,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2012,4,61,0,0,24,2000,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.279,0,configuration.ram.capacity not verified
i2.2xlarge,AWS,rack,2013,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2013,4,61,2,800,,0,2,,,,2;2;2,2.99;1;5,5,50;0;100,8760,35040,0.33;0.2;0.280,0,configuration.ram.capacity not verified
i2.2xlarge.elasticsearch,AWS,rack,2013,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2013,32,7.63,2,800,,0,2,,,,2;2;2,2.99;1;5,5,50;0;100,8760,35040,0.33;0.2;0.281,0,configuration.ram.capacity not verified
i2.4xlarge,AWS,rack,2013,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2013,4,61,4,800,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.282,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i2.8xlarge,AWS,rack,2013,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2013,4,61,8,800,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.283,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i2.xlarge,AWS,rack,2013,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2013,4,61,1,800,,0,2,,,,2;2;2,2.99;1;5,10,50;0;100,8760,35040,0.33;0.2;0.284,0,configuration.ram.capacity not verified
i2.xlarge.elasticsearch,AWS,rack,2013,2,10,Xeon E5-2670 v2,intel,xeon e5,ivybridge,115,2013,32,7.63,1,800,,0,2,,,,2;2;2,2.99;1;5,10,50;0;100,8760,35040,0.33;0.2;0.285,0,configuration.ram.capacity not verified
i3.16xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,8,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.286,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i3.16xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,8,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.287,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i3.2xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,1,1900,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.288,0,configuration.ram.capacity not verified
i3.2xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,1,1900,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.289,0,configuration.ram.capacity not verified
i3.4xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,2,1900,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.290,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i3.4xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,2,1900,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.291,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i3.8xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,4,1900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.292,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i3.8xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,4,1900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.293,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
i3.large,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,1,475,,0,2,,,,2;2;2,2.99;1;5,36,50;0;100,8760,35040,0.33;0.2;0.294,0,configuration.ram.capacity not verified
i3.large.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,1,475,,0,2,,,,2;2;2,2.99;1;5,36,50;0;100,8760,35040,0.33;0.2;0.295,0,configuration.ram.capacity not verified
i3.metal,AWS,rack,2017,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2017,32,16,8,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.296,0,configuration.ram.capacity not verified
i3.xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,1,950,,0,2,,,,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.297,0,configuration.ram.capacity not verified
i3.xlarge.elasticsearch,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,32,16,1,950,,0,2,,,,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.298,0,configuration.ram.capacity not verified
i3en.12xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,4,7500,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.299,0,configuration.ram.capacity not verified
i3en.24xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,8,7500,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.300,0,configuration.ram.capacity not verified
i3en.2xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,2,2500,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.301,0,configuration.ram.capacity not verified
i3en.3xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,1,7500,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.302,0,configuration.ram.capacity not verified
i3en.6xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,2,7500,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.303,0,configuration.ram.capacity not verified
i3en.large,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,1,1250,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.304,0,configuration.ram.capacity not verified
i3en.metal,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,8,7500,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.305,0,configuration.ram.capacity not verified
i3en.xlarge,AWS,rack,2019,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2019,32,24,1,2500,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.306,0,configuration.ram.capacity not verified
inf1.24xlarge,AWS,rack,2019,2,24,Xeon Platinum 8275CL,intel,xeon platinum,cascadelake,240,2019,32,6,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.307,0,configuration.ram.capacity not verified
inf1.2xlarge,AWS,rack,2019,2,24,Xeon Platinum 8275CL,intel,xeon platinum,cascadelake,240,2019,32,6,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.308,0,configuration.ram.capacity not verified
inf1.6xlarge,AWS,rack,2019,2,24,Xeon Platinum 8275CL,intel,xeon platinum,cascadelake,240,2019,32,6,0,0,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.309,0,configuration.ram.capacity not verified
inf1.xlarge,AWS,rack,2019,2,24,Xeon Platinum 8275CL,intel,xeon platinum,cascadelake,240,2019,32,6,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.310,0,configuration.ram.capacity not verified
m1.large,AWS,rack,2007,2,8,Xeon E5-2650,intel,xeon e5,sandybridge,95,2007,8,15,2,420,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.311,0,configuration.ram.capacity not verified
m1.medium,AWS,rack,2012,2,8,Xeon E5-2650,intel,xeon e5,sandybridge,95,2012,8,15,1,410,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.312,0,configuration.ram.capacity not verified
m1.small,AWS,rack,2006,2,8,Xeon E5-2650,intel,xeon e5,sandybridge,95,2006,8,15,1,160,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.313,0,configuration.ram.capacity not verified
m1.xlarge,AWS,rack,2007,2,8,Xeon E5-2650,intel,xeon e5,sandybridge,95,2007,8,15,4,420,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.314,0,configuration.ram.capacity not verified
m2.2xlarge,AWS,rack,2009,2,8,Xeon E5-2665,intel,xeon e5,sandybridge,115,2009,8,35,1,850,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.315,0,configuration.ram.capacity not verified
m2.4xlarge,AWS,rack,2009,2,8,Xeon E5-2665,intel,xeon e5,sandybridge,115,2009,8,35,2,840,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.316,0,configuration.ram.capacity not verified
m2.xlarge,AWS,rack,2010,2,8,Xeon E5-2665,intel,xeon e5,sandybridge,115,2010,8,35,1,420,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.317,0,configuration.ram.capacity not verified
m3.2xlarge,AWS,rack,2012,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2012,8,30,2,80,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.318,0,configuration.ram.capacity not verified
