id,manufacturer,CASE.case_type,year,CPU.units,CPU.core_units,CPU.name,CPU.manufacturer,CPU.model_range,CPU.family,CPU.tdp,CPU.manufacture_date,RAM.capacity,RAM.units,SSD.units,SSD.capacity,HDD.units,HDD.capacity,POWER_SUPPLY.units,GPU.memory,GPU.memory,GPU.units,POWER_SUPPLY.units,POWER_SUPPLY.unit_weight,USAGE.instance_per_server,USAGE.time_workload,USAGE.use_time,USAGE.years_life_time,USAGE.other_consumption_ratio,USAGE.overcommited,Warnings
r6g.xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.544,0,
r6g.xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.545,0,configuration.ram.capacity not verified
r6gd.12xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,2,1425,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.546,0,;usage.instance_per_server is rounded
r6gd.12xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,2,1425,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.547,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
r6gd.16xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,2,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.548,0,
r6gd.16xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,2,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.549,0,configuration.ram.capacity not verified
r6gd.2xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,474,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.550,0,
r6gd.2xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,474,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.551,0,configuration.ram.capacity not verified
r6gd.4xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,950,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.552,0,
r6gd.4xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,950,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.553,0,configuration.ram.capacity not verified
r6gd.8xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,1900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.554,0,
r6gd.8xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,1900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.555,0,configuration.ram.capacity not verified
r6gd.large,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,118,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.556,0,
r6gd.large.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,118,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.557,0,configuration.ram.capacity not verified
r6gd.medium,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,59,,0,2,,,,2;2;2,2.99;1;5,64,50;0;100,8760,35040,0.33;0.2;0.558,0,
r6gd.metal,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,2,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.559,0,
r6gd.xlarge,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,237,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.560,0,
r6gd.xlarge.elasticsearch,AWS,rack,2019,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2019,32,16,1,237,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.561,0,configuration.ram.capacity not verified
ra3.16xlarge,AWS,rack,2019,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2019,32,12,6,64000,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.562,0,configuration.ram.capacity not verified;RMS considered as SSD
ra3.4xlarge,AWS,rack,2019,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2019,32,12,6,64000,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.563,0,configuration.ram.capacity not verified;RMS considered as SSD
t1.micro,AWS,rack,2010,2,8,Xeon E5-2670,intel,xeon e5,sandybridge,115,2010,8,18,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.564,1,configuration.ram.capacity not verified
t2.2xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,36,0,0,,0,2,,,,2;2;2,2.99;1;5,9,50;0;100,8760,35040,0.33;0.2;0.565,1,configuration.ram.capacity not verified
t2.large,AWS,rack,2015,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2015,8,36,0,0,,0,2,,,,2;2;2,2.99;1;5,36,50;0;100,8760,35040,0.33;0.2;0.566,1,configuration.ram.capacity not verified
t2.medium,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,8,36,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.567,1,configuration.ram.capacity not verified
t2.medium.elasticsearch,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.568,1,configuration.ram.capacity not verified
t2.micro,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,8,36,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.569,1,configuration.ram.capacity not verified
t2.micro.elasticsearch,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.570,1,configuration.ram.capacity not verified
t2.nano,AWS,rack,2015,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2015,8,36,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.571,1,configuration.ram.capacity not verified
t2.small,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,8,36,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.572,1,configuration.ram.capacity not verified
t2.small.elasticsearch,AWS,rack,2014,2,12,Xeon E5-2676 v3,intel,xeon e5,haswell,120,2014,32,9,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.573,1,configuration.ram.capacity not verified
t2.xlarge,AWS,rack,2016,2,18,Xeon E5-2686 v4,intel,xeon e5,broadwell,145,2016,8,36,0,0,,0,2,,,,2;2;2,2.99;1;5,18,50;0;100,8760,35040,0.33;0.2;0.574,1,configuration.ram.capacity not verified
t3.2xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.575,1,configuration.ram.capacity not verified
t3.large,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.576,1,configuration.ram.capacity not verified
t3.medium,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.577,1,configuration.ram.capacity not verified
t3.medium.elasticsearch,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.578,1,configuration.ram.capacity not verified
t3.micro,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.579,1,configuration.ram.capacity not verified
t3.nano,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.580,1,configuration.ram.capacity not verified
t3.small,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.581,1,configuration.ram.capacity not verified
t3.small.elasticsearch,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.582,1,configuration.ram.capacity not verified
t3.xlarge,AWS,rack,2018,2,24,Xeon Platinum 8175M,intel,xeon platinum,skylake,240,2018,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.583,1,configuration.ram.capacity not verified
t3a.2xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.584,1,configuration.ram.capacity not verified
t3a.large,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.585,1,configuration.ram.capacity not verified
t3a.medium,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.586,1,configuration.ram.capacity not verified
t3a.micro,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.587,1,configuration.ram.capacity not verified
t3a.nano,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.588,1,configuration.ram.capacity not verified
t3a.small,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,48,50;0;100,8760,35040,0.33;0.2;0.589,1,configuration.ram.capacity not verified
t3a.xlarge,AWS,rack,2019,2,24,EPYC 7571,amd,epyc,naple,200,2019,32,12,0,0,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.590,1,configuration.ram.capacity not verified
t4g.2xlarge,AWS,rack,2020,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2020,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.591,1,configuration.ram.capacity not verified
t4g.large,AWS,rack,2020,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2020,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.592,1,configuration.ram.capacity not verified
t4g.medium,AWS,rack,2020,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2020,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.593,1,configuration.ram.capacity not verified
t4g.micro,AWS,rack,2020,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2020,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.594,1,configuration.ram.capacity not verified
t4g.nano,AWS,rack,2020,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2020,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.595,1,configuration.ram.capacity not verified
t4g.small,AWS,rack,2020,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2020,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.596,1,configuration.ram.capacity not verified
t4g.xlarge,AWS,rack,2020,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2020,32,8,0,0,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.597,1,configuration.ram.capacity not verified
u-12tb1.metal,AWS,rack,2018,8,28,Xeon Platinum 8176M,intel,xeon platinum,skylake,165,2018,256,96,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.598,0,configuration.ram.capacity not verified
u-18tb1.metal,AWS,rack,2019,8,28,Xeon Platinum 8176M,intel,xeon platinum,skylake,165,2019,256,96,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.599,0,configuration.ram.capacity not verified
u-24tb1.metal,AWS,rack,2019,8,28,Xeon Platinum 8176M,intel,xeon platinum,skylake,165,2019,256,96,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.600,0,configuration.ram.capacity not verified
u-6tb1.metal,AWS,rack,2018,8,28,Xeon Platinum 8176M,intel,xeon platinum,skylake,165,2018,256,96,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.601,0,configuration.ram.capacity not verified
u-9tb1.metal,AWS,rack,2018,8,28,Xeon Platinum 8176M,intel,xeon platinum,skylake,165,2018,256,96,0,0,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.602,0,configuration.ram.capacity not verified
x1.16xlarge,AWS,rack,2016,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2016,32,61,1,1920,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.603,0,configuration.ram.capacity not verified
x1.32xlarge,AWS,rack,2016,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2016,32,61,2,1920,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.604,0,configuration.ram.capacity not verified
x1e.16xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,64,61,1,1920,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.605,0,configuration.ram.capacity not verified
x1e.2xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,64,61,1,240,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.606,0,configuration.ram.capacity not verified
x1e.32xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,64,61,2,1920,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.607,0,configuration.ram.capacity not verified
x1e.4xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,64,61,1,480,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.608,0,configuration.ram.capacity not verified
x1e.8xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,64,61,1,960,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.609,0,configuration.ram.capacity not verified
x1e.xlarge,AWS,rack,2017,4,16,Xeon E7-8880 v3,intel,xeon e7,haswell,150,2017,64,61,1,120,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.610,0,configuration.ram.capacity not verified
x2gd.12xlarge,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,2,1425,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.611,0,configuration.ram.capacity not verified;usage.instance_per_server is rounded
x2gd.16xlarge,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,2,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.612,0,configuration.ram.capacity not verified
x2gd.2xlarge,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,1,475,,0,2,,,,2;2;2,2.99;1;5,8,50;0;100,8760,35040,0.33;0.2;0.613,0,configuration.ram.capacity not verified
x2gd.4xlarge,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,1,950,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.614,0,configuration.ram.capacity not verified
x2gd.8xlarge,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,1,1900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.615,0,configuration.ram.capacity not verified
x2gd.large,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,1,118,,0,2,,,,2;2;2,2.99;1;5,32,50;0;100,8760,35040,0.33;0.2;0.616,0,configuration.ram.capacity not verified
x2gd.medium,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,1,59,,0,2,,,,2;2;2,2.99;1;5,64,50;0;100,8760,35040,0.33;0.2;0.617,0,configuration.ram.capacity not verified
x2gd.metal,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,2,1900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.618,0,configuration.ram.capacity not verified
x2gd.xlarge,AWS,rack,2021,1,64,Graviton2,Annapurna Labs,Graviton2,Graviton2,150,2021,64,16,1,237,,0,2,,,,2;2;2,2.99;1;5,16,50;0;100,8760,35040,0.33;0.2;0.619,0,configuration.ram.capacity not verified
z1d.12xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,2,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.620,0,
z1d.2xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,1,300,,0,2,,,,2;2;2,2.99;1;5,6,50;0;100,8760,35040,0.33;0.2;0.621,0,
z1d.3xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,1,450,,0,2,,,,2;2;2,2.99;1;5,4,50;0;100,8760,35040,0.33;0.2;0.622,0,
z1d.6xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,1,900,,0,2,,,,2;2;2,2.99;1;5,2,50;0;100,8760,35040,0.33;0.2;0.623,0,
z1d.large,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,1,75,,0,2,,,,2;2;2,2.99;1;5,24,50;0;100,8760,35040,0.33;0.2;0.624,0,
z1d.metal,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,2,900,,0,2,,,,2;2;2,2.99;1;5,1,50;0;100,8760,35040,0.33;0.2;0.625,0,
z1d.xlarge,AWS,rack,2018,2,12,Xeon Platinum 8151,intel,xeon platinum,skylake,240,2018,32,12,1,150,,0,2,,,,2;2;2,2.99;1;5,12,50;0;100,8760,35040,0.33;0.2;0.626,0,
