id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source
e4ads_v5,4.0,32,150.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e8ads_v5,8.0,64,300.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e16ads_v5,16.0,128,600.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e20ads_v5,20.0,160,750.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e32ads_v5,32.0,256,1200.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e48ads_v5,48.0,384,1800.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e64ads_v5,64.0,512,2400.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e96ads_v5,96.0,672,3600.0,0.0,0,Eadsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e2as_v4,2.0,16,32.0,0.0,0,Easv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e4as_v4,4.0,32,64.0,0.0,0,Easv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
e8as_v4,8.0,64,128.0,0.0,0,Easv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details."
