Name,API Name,Instance Family,CoreMark Score,FFmpeg FPS,Instance Memory,Compute Units (ECU),vCPUs,Instance Storage,Network Performance,Max IPs,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
R6ID Metal,r6id.metal,r6id,N/A,N/A,1024 GiB,0 units,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,750,€9.9638 hourly,€6.2772 hourly,€1.3248 hourly,€15.0102 hourly,€11.3236 hourly
R6IDN 16xlarge Extra Large,r6idn.16xlarge,r6idn,N/A,N/A,512 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,750,€6.3856 hourly,€4.0229 hourly,€2.1634 hourly,€8.9087 hourly,€6.5461 hourly
R6IDN 24xlarge,r6idn.24xlarge,r6idn,N/A,N/A,768 GiB,0 units,96 vCPUs,5700 GB (4×1425 GB NVMe SSD),150 Gigabit,750,€9.5784 hourly,€6.0344 hourly,€1.5734 hourly,€13.3631 hourly,€6.0344 hourly
R6IN 16xlarge Extra Large,r6in.16xlarge,r6in,N/A,N/A,512 GiB,0 units,64 vCPUs,EBS only,100 Gigabit,750,€5.7117 hourly,€3.5984 hourly,€1.6242 hourly,€8.2349 hourly,€6.1216 hourly
R6IN 24xlarge,r6in.24xlarge,r6in,N/A,N/A,768 GiB,0 units,96 vCPUs,EBS only,150 Gigabit,750,€8.5676 hourly,€5.3976 hourly,€4.0391 hourly,€12.3523 hourly,€9.1823 hourly
R7A 16xlarge Extra Large,r7a.16xlarge,r7a,"34.100,597",314.0 fps,512 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€5.0337 hourly,€3.3298 hourly,€1.9445 hourly,€7.5569 hourly,€5.853 hourly
R7A 24xlarge,r7a.24xlarge,r7a,"32.961,6",318.0 fps,768 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€7.5506 hourly,€4.9947 hourly,€2.2175 hourly,€11.3354 hourly,€8.7795 hourly
R7A 32xlarge,r7a.32xlarge,r7a,"34.999,708",315.0 fps,1024 GiB,0 units,128 vCPUs,EBS only,50 Gigabit,750,€10.0675 hourly,€6.6596 hourly,€2.815 hourly,€15.1139 hourly,€11.706 hourly
R7A 48xlarge,r7a.48xlarge,r7a,"31.909,802",300.0 fps,1536 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€15.1012 hourly,€9.9895 hourly,€1.9756 hourly,€22.6708 hourly,€17.559 hourly
R7A Metal-48xl,r7a.metal-48xl,r7a,"36.012,244",309.0 fps,1536 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€15.1012 hourly,€9.9895 hourly,€1.955 hourly,€22.6708 hourly,€17.559 hourly
R7G 16xlarge Extra Large,r7g.16xlarge,r7g,"25.575,448",243.0 fps,512 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€3.5434 hourly,€2.344 hourly,€1.0007 hourly,unavailable,unavailable
R7G Metal,r7g.metal,r7g,"25.440,438",244.0 fps,512 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€3.5434 hourly,€2.344 hourly,€0.4592 hourly,unavailable,unavailable
R7GD 16xlarge Extra Large,r7gd.16xlarge,r7gd,"24.813,896",242.0 fps,512 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€4.4837 hourly,€2.8248 hourly,€0.7696 hourly,unavailable,unavailable
R7GD Metal,r7gd.metal,r7gd,"28.290,544",245.0 fps,512 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€4.4837 hourly,€2.8248 hourly,€0.5802 hourly,unavailable,unavailable
R7I 16xlarge Extra Large,r7i.16xlarge,r7i,"32.695,766",249.0 fps,512 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€4.3772 hourly,€2.8955 hourly,€1.8495 hourly,€6.9004 hourly,€5.4187 hourly
R7I 24xlarge,r7i.24xlarge,r7i,"31.955,688",255.0 fps,768 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€6.5658 hourly,€4.3432 hourly,€1.8521 hourly,€10.3505 hourly,€8.128 hourly
R7I 48xlarge,r7i.48xlarge,r7i,"32.448,218",265.0 fps,1536 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€13.1315 hourly,€8.6865 hourly,€2.301 hourly,€20.7011 hourly,€16.256 hourly
R7I Metal-24xl,r7i.metal-24xl,r7i,"34.857,375",282.0 fps,768 GiB,0 units,96 vCPUs,EBS only,37.5 Gigabit,750,€6.5658 hourly,€4.3432 hourly,€0.9373 hourly,€10.3505 hourly,€8.128 hourly
R7I Metal-48xl,r7i.metal-48xl,r7i,"34.636,033",302.0 fps,1536 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€13.1315 hourly,€8.6865 hourly,€1.7829 hourly,€20.7011 hourly,€16.256 hourly
R7IZ 16xlarge Extra Large,r7iz.16xlarge,r7iz,N/A,N/A,512 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€6.1708 hourly,€3.8876 hourly,€2.736 hourly,€8.694 hourly,€6.4108 hourly
R7IZ 32xlarge,r7iz.32xlarge,r7iz,N/A,N/A,1024 GiB,0 units,128 vCPUs,EBS only,50 Gigabit,750,€12.3416 hourly,€7.7752 hourly,€5.4943 hourly,€17.388 hourly,€12.8216 hourly
R7IZ Metal-16xl,r7iz.metal-16xl,r7iz,N/A,N/A,512 GiB,0 units,64 vCPUs,EBS only,25 Gigabit,750,€6.1708 hourly,€3.8876 hourly,€1.8171 hourly,€8.694 hourly,€6.4108 hourly
R7IZ Metal-32xl,r7iz.metal-32xl,r7iz,N/A,N/A,1024 GiB,0 units,128 vCPUs,EBS only,50 Gigabit,750,€12.3416 hourly,€7.7752 hourly,€1.5647 hourly,€17.388 hourly,€12.8216 hourly
R8G 16xlarge Extra Large,r8g.16xlarge,r8g,"31.783,87",298.0 fps,512 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€3.8978 hourly,€2.5784 hourly,€0.9937 hourly,unavailable,unavailable
R8G 24xlarge,r8g.24xlarge,r8g,"31.725,888",298.0 fps,768 GiB,0 units,96 vCPUs,EBS only,40 Gigabit,750,€5.8466 hourly,€3.8676 hourly,€0.9927 hourly,unavailable,unavailable
R8G 48xlarge,r8g.48xlarge,r8g,"29.084,563",279.0 fps,1536 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€11.6933 hourly,€7.7351 hourly,€1.9226 hourly,unavailable,unavailable
R8G Metal-24xl,r8g.metal-24xl,r8g,"31.125,175",299.0 fps,768 GiB,0 units,96 vCPUs,EBS only,40 Gigabit,750,€5.8466 hourly,€3.8676 hourly,€0.742 hourly,unavailable,unavailable
R8G Metal-48xl,r8g.metal-48xl,r8g,"31.806,616",285.0 fps,1536 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€11.6933 hourly,€7.7351 hourly,€1.4835 hourly,unavailable,unavailable
R8GD 16xlarge Extra Large,r8gd.16xlarge,r8gd,N/A,N/A,512 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,750,€4.8423 hourly,unavailable,€0.7618 hourly,unavailable,unavailable
R8GD 24xlarge,r8gd.24xlarge,r8gd,N/A,N/A,768 GiB,0 units,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,750,€7.2635 hourly,unavailable,€1.155 hourly,unavailable,unavailable
R8GD 48xlarge,r8gd.48xlarge,r8gd,N/A,N/A,1536 GiB,0 units,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,750,€14.5269 hourly,unavailable,€2.3183 hourly,unavailable,unavailable
R8GD Metal-24xl,r8gd.metal-24xl,r8gd,N/A,N/A,768 GiB,0 units,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,750,€7.2635 hourly,unavailable,€0.9325 hourly,unavailable,unavailable
R8GD Metal-48xl,r8gd.metal-48xl,r8gd,N/A,N/A,1536 GiB,0 units,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,750,€14.5269 hourly,unavailable,€1.9266 hourly,unavailable,unavailable
U-6TB1 112xlarge,u-6tb1.112xlarge,u-6tb1,"26.400,898",163.0 fps,6144 GiB,0 units,448 vCPUs,EBS only,100 Gigabit,750,€56.4519 hourly,€34.7882 hourly,unavailable,€74.1141 hourly,€34.7882 hourly
U-6TB1 56xlarge,u-6tb1.56xlarge,u-6tb1,"24.385,783",148.0 fps,6144 GiB,0 units,224 vCPUs,EBS only,100 Gigabit,750,€47.9778 hourly,€29.5661 hourly,unavailable,€56.8089 hourly,€38.3972 hourly
U7I-12TB 224xlarge,u7i-12tb.224xlarge,u7i-12tb,N/A,N/A,9216 GiB,0 units,896 vCPUs,EBS only,100 Gigabit,750,€129.8423 hourly,€80.0283 hourly,unavailable,€165.1669 hourly,€115.3528 hourly
U7I-6TB 112xlarge,u7i-6tb.112xlarge,u7i-6tb,"31.831,927",240.0 fps,6144 GiB,0 units,448 vCPUs,EBS only,100 Gigabit,750,€64.9197 hourly,unavailable,unavailable,€82.5819 hourly,unavailable
U7I-8TB 112xlarge,u7i-8tb.112xlarge,u7i-8tb,"32.367,697",251.0 fps,8192 GiB,0 units,448 vCPUs,EBS only,100 Gigabit,750,€86.5591 hourly,unavailable,unavailable,€104.2214 hourly,unavailable
VT1 24xlarge,vt1.24xlarge,vt1,"21.921,812",180.0 fps,192 GiB,0 units,96 vCPUs,EBS only,25 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
X2GD 16xlarge Extra Large,x2gd.16xlarge,x2gd,"20.244,281",175.0 fps,1024 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
X2GD Metal,x2gd.metal,x2gd,"21.175,972",178.0 fps,1024 GiB,0 units,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
X2IDN 16xlarge Extra Large,x2idn.16xlarge,x2idn,"27.419,797",186.0 fps,1024 GiB,0 units,64 vCPUs,1900 GB NVMe SSD,50 Gigabit,750,€8.0024 hourly,€4.9239 hourly,€1.0935 hourly,€10.5255 hourly,€7.447 hourly
X2IDN 24xlarge,x2idn.24xlarge,x2idn,"29.083,858",241.0 fps,1536 GiB,0 units,96 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,750,€12.0035 hourly,€7.3858 hourly,€1.5221 hourly,€15.7883 hourly,€11.1705 hourly
X2IDN 32xlarge,x2idn.32xlarge,x2idn,"25.010,942",205.0 fps,2048 GiB,0 units,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,750,€16.0047 hourly,€9.8477 hourly,€2.6274 hourly,€21.0511 hourly,€14.8941 hourly
X2IDN Metal,x2idn.metal,x2idn,"29.850,746",273.0 fps,2048 GiB,0 units,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,750,€16.0047 hourly,€9.8477 hourly,€2.0217 hourly,€21.0511 hourly,€9.8477 hourly
X2IEDN 16xlarge Extra Large,x2iedn.16xlarge,x2iedn,"27.268,389",184.0 fps,2048 GiB,0 units,64 vCPUs,1900 GB NVMe SSD,50 Gigabit,750,€16.0047 hourly,€9.8477 hourly,€1.6005 hourly,€18.5279 hourly,€9.8477 hourly
X2IEDN 24xlarge,x2iedn.24xlarge,x2iedn,"28.457,598",242.0 fps,3072 GiB,0 units,96 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,750,€24.0071 hourly,€14.7716 hourly,€2.4007 hourly,€27.7918 hourly,€14.7716 hourly
X2IEDN 32xlarge,x2iedn.32xlarge,x2iedn,"26.298,488",214.0 fps,4096 GiB,0 units,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,750,€32.0094 hourly,€19.6954 hourly,€3.2009 hourly,€37.0558 hourly,€24.7418 hourly
X2IEDN Metal,x2iedn.metal,x2iedn,"31.104,199",260.0 fps,4096 GiB,0 units,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,750,€32.0094 hourly,€19.6954 hourly,€3.2009 hourly,€37.0558 hourly,€19.6954 hourly
X2IEZN 12xlarge Extra Large,x2iezn.12xlarge,x2iezn,"29.457,25",196.0 fps,1536 GiB,0 units,48 vCPUs,EBS only,100 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
X2IEZN Metal,x2iezn.metal,x2iezn,"34.659,042",199.0 fps,1536 GiB,0 units,48 vCPUs,EBS only,100 Gigabit,750,unavailable,unavailable,unavailable,unavailable,unavailable
X8G 16xlarge Extra Large,x8g.16xlarge,x8g,"31.424,307",297.0 fps,1024 GiB,0 units,64 vCPUs,EBS only,30 Gigabit,750,€7.49 hourly,€4.6086 hourly,€0.9882 hourly,unavailable,unavailable
X8G 24xlarge,x8g.24xlarge,x8g,"30.118,214",297.0 fps,1536 GiB,0 units,96 vCPUs,EBS only,40 Gigabit,750,€11.235 hourly,€6.9129 hourly,€1.4569 hourly,unavailable,unavailable
X8G 48xlarge,x8g.48xlarge,x8g,N/A,N/A,3072 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€22.47 hourly,€13.8258 hourly,€2.8837 hourly,unavailable,unavailable
X8G Metal-24xl,x8g.metal-24xl,x8g,"30.291,556",301.0 fps,1536 GiB,0 units,96 vCPUs,EBS only,40 Gigabit,750,€11.235 hourly,€6.9129 hourly,€1.4339 hourly,unavailable,unavailable
X8G Metal-48xl,x8g.metal-48xl,x8g,N/A,N/A,3072 GiB,0 units,192 vCPUs,EBS only,50 Gigabit,750,€22.47 hourly,€13.8258 hourly,€2.8653 hourly,unavailable,unavailable
Z1D 12xlarge Extra Large,z1d.12xlarge,z1d,"29.175,784",192.0 fps,384 GiB,235 units,48 vCPUs,1800 GB (2×900 GB NVMe SSD),25 Gigabit,750,€4.6281 hourly,€2.9157 hourly,€1.0785 hourly,€6.5205 hourly,€4.8081 hourly
Z1D Metal,z1d.metal,z1d,"32.589,213",187.0 fps,384 GiB,271 units,48 vCPUs,1800 GB (2×900 GB NVMe SSD),25 Gigabit,750,€4.6281 hourly,€2.9157 hourly,€1.2874 hourly,€6.5205 hourly,€4.8081 hourly
C8I-FLEX 12xlarge Extra Large,c8i-flex.12xlarge,c8i-flex,"31.826,862",268.0 fps,96 GiB,0 units,48 vCPUs,EBS only,Up to 22.5 Gigabit,600,unavailable,unavailable,unavailable,unavailable,unavailable
C8I 12xlarge Extra Large,c8i.12xlarge,c8i,"31.928,48",282.0 fps,96 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,600,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX 12xlarge Extra Large,m8i-flex.12xlarge,m8i-flex,"32.364,205",266.0 fps,192 GiB,0 units,48 vCPUs,EBS only,Up to 22.5 Gigabit,600,unavailable,unavailable,unavailable,unavailable,unavailable
M8I 12xlarge Extra Large,m8i.12xlarge,m8i,"31.532,478",279.0 fps,192 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,600,unavailable,unavailable,unavailable,unavailable,unavailable
R8I-FLEX 12xlarge Extra Large,r8i-flex.12xlarge,r8i-flex,"34.003,967",268.0 fps,384 GiB,0 units,48 vCPUs,EBS only,Up to 22.5 Gigabit,600,€3.2746 hourly,unavailable,€0.6029 hourly,€5.0724 hourly,unavailable
R8I 12xlarge Extra Large,r8i.12xlarge,r8i,"32.376,43",278.0 fps,384 GiB,0 units,48 vCPUs,EBS only,22.5 Gigabit,600,€3.447 hourly,unavailable,€1.0598 hourly,€5.3394 hourly,unavailable
C8I-FLEX Eight Extra Large,c8i-flex.8xlarge,c8i-flex,"32.929,038",230.0 fps,64 GiB,0 units,32 vCPUs,EBS only,Up to 15 Gigabit,500,unavailable,unavailable,unavailable,unavailable,unavailable
C8I Eight Extra Large,c8i.8xlarge,c8i,"33.189,512",243.0 fps,64 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,500,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Eight Extra Large,m8i-flex.8xlarge,m8i-flex,"33.110,755",234.0 fps,128 GiB,0 units,32 vCPUs,EBS only,Up to 15 Gigabit,500,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Eight Extra Large,m8i.8xlarge,m8i,"34.498,62",244.0 fps,128 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,500,unavailable,unavailable,unavailable,unavailable,unavailable
R8I-FLEX Eight Extra Large,r8i-flex.8xlarge,r8i-flex,"33.333,333",234.0 fps,256 GiB,0 units,32 vCPUs,EBS only,Up to 15 Gigabit,500,€2.1831 hourly,unavailable,€0.6037 hourly,€3.3816 hourly,unavailable
R8I Eight Extra Large,r8i.8xlarge,r8i,"33.776,177",242.0 fps,256 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,500,€2.298 hourly,unavailable,€0.6712 hourly,€3.5596 hourly,unavailable
I4I 24xlarge,i4i.24xlarge,i4i,"26.246,719",243.0 fps,768 GiB,0 units,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),56.25 Gigabit,450,€8.417 hourly,€5.4857 hourly,€2.1153 hourly,€12.2018 hourly,€9.2705 hourly
C8A Eight Extra Large,c8a.8xlarge,c8a,"46.691,286",285.0 fps,64 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
C8I-FLEX Quadruple Extra Large,c8i-flex.4xlarge,c8i-flex,"32.961,6",143.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
C8I Quadruple Extra Large,c8i.4xlarge,c8i,"33.264,955",143.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
F1 16xlarge Extra Large,f1.16xlarge,f1,N/A,N/A,976 GiB,201 units,64 vCPUs,3760 GB (4×940 GB NVMe SSD),25 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
H1 16xlarge Extra Large,h1.16xlarge,h1,"27.927,11",210.0 fps,256 GiB,201 units,64 vCPUs,16000 GB (8×2000 GB HDD),25 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
I7IE 12xlarge Extra Large,i7ie.12xlarge,i7ie,"33.077,898",240.0 fps,384 GiB,0 units,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),Up to 50 Gigabit,400,€6.3868 hourly,unavailable,€1.2633 hourly,€8.2792 hourly,unavailable
M8A Eight Extra Large,m8a.8xlarge,m8a,"48.593,011",362.0 fps,128 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Quadruple Extra Large,m8i-flex.4xlarge,m8i-flex,"31.981,238",145.0 fps,64 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Quadruple Extra Large,m8i.4xlarge,m8i,"32.699,33",144.0 fps,64 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
R8A Eight Extra Large,r8a.8xlarge,r8a,"47.955,358",365.0 fps,256 GiB,0 units,32 vCPUs,EBS only,15 Gigabit,400,unavailable,unavailable,unavailable,unavailable,unavailable
R8I-FLEX Quadruple Extra Large,r8i-flex.4xlarge,r8i-flex,"32.934,46",144.0 fps,128 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,400,€1.0915 hourly,unavailable,€0.3678 hourly,€1.6908 hourly,unavailable
R8I Quadruple Extra Large,r8i.4xlarge,r8i,"31.749,391",142.0 fps,128 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,400,€1.149 hourly,unavailable,€0.42 hourly,€1.7798 hourly,unavailable
C8GN 12xlarge Extra Large,c8gn.12xlarge,c8gn,"29.799,598",295.0 fps,96 GiB,0 units,48 vCPUs,EBS only,150 Gigabit,360,€2.776 hourly,unavailable,€0.5933 hourly,unavailable,unavailable
I8GE 12xlarge Extra Large,i8ge.12xlarge,i8ge,"30.888,031",292.0 fps,384 GiB,0 units,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),75 Gigabit,360,€5.8314 hourly,unavailable,unavailable,unavailable,unavailable
R8GB 12xlarge Extra Large,r8gb.12xlarge,r8gb,N/A,N/A,384 GiB,0 units,48 vCPUs,EBS only,100 Gigabit,360,unavailable,unavailable,unavailable,unavailable,unavailable
R8GN 12xlarge Extra Large,r8gn.12xlarge,r8gn,N/A,N/A,384 GiB,0 units,48 vCPUs,EBS only,150 Gigabit,360,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU 48xlarge,g5.48xlarge,g5,"24.740,228",110.0 fps,768 GiB,0 units,192 vCPUs,7600 GB (2×3800 GB NVMe SSD),100 Gigabit,350,€17.4567 hourly,€10.9977 hourly,€2.7456 hourly,€25.0262 hourly,€18.5672 hourly
INF1 24xlarge,inf1.24xlarge,inf1,"26.601,051",203.0 fps,192 GiB,0 units,96 vCPUs,EBS only,100 Gigabit,330,€5.0584 hourly,€3.1865 hourly,€0.6793 hourly,unavailable,unavailable
C8A Quadruple Extra Large,c8a.4xlarge,c8a,"47.291,488",153.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,320,unavailable,unavailable,unavailable,unavailable,unavailable
M8A Quadruple Extra Large,m8a.4xlarge,m8a,"47.999,302",241.0 fps,64 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,320,unavailable,unavailable,unavailable,unavailable,unavailable
R8A Quadruple Extra Large,r8a.4xlarge,r8a,"49.661,4",241.0 fps,128 GiB,0 units,16 vCPUs,EBS only,Up to 15 Gigabit,320,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Eight Extra Large,c8gn.8xlarge,c8gn,"30.413,625",256.0 fps,64 GiB,0 units,32 vCPUs,EBS only,100 Gigabit,300,€1.8507 hourly,unavailable,€0.3912 hourly,unavailable,unavailable
G6e Graphics and Machine Learning GPU 12xlarge Extra Large,g6e.12xlarge,g6e,"31.269,543",144.0 fps,384 GiB,0 units,48 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,300,€11.2446 hourly,€7.0841 hourly,€3.1609 hourly,€13.137 hourly,€8.9765 hourly
I8GE 6xlarge,i8ge.6xlarge,i8ge,"31.355,334",214.0 fps,192 GiB,0 units,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),37.5 Gigabit,300,€2.9157 hourly,unavailable,unavailable,unavailable,unavailable
R8GB Eight Extra Large,r8gb.8xlarge,r8gb,N/A,N/A,256 GiB,0 units,32 vCPUs,EBS only,66.66 Gigabit,300,unavailable,unavailable,unavailable,unavailable,unavailable
R8GN Eight Extra Large,r8gn.8xlarge,r8gn,N/A,N/A,256 GiB,0 units,32 vCPUs,EBS only,100 Gigabit,300,unavailable,unavailable,unavailable,unavailable,unavailable
A1 Quadruple Extra Large,a1.4xlarge,a1,"11.895,557",42.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.399 hourly,€0.2514 hourly,€0.399 hourly,unavailable,unavailable
A1 Metal,a1.metal,a1,"11.899,096",44.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.3994 hourly,€0.2511 hourly,€0.3994 hourly,unavailable,unavailable
C3 High-CPU Quadruple Extra Large,c3.4xlarge,c3,"22.563,177",80.0 fps,30 GiB,55 units,16 vCPUs,320 GB (2×160 GB SSD),High,240,€0.8845 hourly,€0.6582 hourly,€0.3455 hourly,€1.4536 hourly,€1.3002 hourly
C3 High-CPU Eight Extra Large,c3.8xlarge,c3,"21.229,92",136.0 fps,60 GiB,108 units,32 vCPUs,640 GB (2×320 GB SSD),10 Gigabit,240,€1.769 hourly,€1.3164 hourly,€0.6909 hourly,€2.9071 hourly,€2.6003 hourly
C4 High-CPU Quadruple Extra Large,c4.4xlarge,c4,"25.310,048",83.0 fps,30 GiB,62 units,16 vCPUs,EBS only,High,240,€0.7791 hourly,€0.5399 hourly,€0.2744 hourly,€1.4099 hourly,€1.1707 hourly
C4 High-CPU Eight Extra Large,c4.8xlarge,c4,"24.820,055",118.0 fps,60 GiB,132 units,36 vCPUs,EBS only,10 Gigabit,240,€1.5573 hourly,€1.0799 hourly,€0.4654 hourly,€2.9766 hourly,€2.4992 hourly
C5 High-CPU 12xlarge Extra Large,c5.12xlarge,c5,"25.425,884",178.0 fps,96 GiB,188 units,48 vCPUs,EBS only,12 Gigabit,240,€1.9952 hourly,€1.2573 hourly,€0.5036 hourly,€3.8876 hourly,€3.1497 hourly
C5 High-CPU Quadruple Extra Large,c5.4xlarge,c5,"23.643,457",90.0 fps,32 GiB,73 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.6651 hourly,€0.4191 hourly,€0.1095 hourly,€1.2959 hourly,€1.0499 hourly
C5 High-CPU 9xlarge,c5.9xlarge,c5,"23.705,108",166.0 fps,72 GiB,139 units,36 vCPUs,EBS only,12 Gigabit,240,€1.4964 hourly,€0.9428 hourly,€0.4441 hourly,€2.9157 hourly,€2.3621 hourly
C5A 12xlarge Extra Large,c5a.12xlarge,c5a,"22.441,652",177.0 fps,96 GiB,0 units,48 vCPUs,EBS only,12 Gigabit,240,€1.7895 hourly,€1.127 hourly,€0.6458 hourly,€3.6819 hourly,€3.0194 hourly
C5A Quadruple Extra Large,c5a.4xlarge,c5a,"23.231,502",98.0 fps,32 GiB,0 units,16 vCPUs,EBS only,Up to 10 Gigabit,240,€0.5965 hourly,€0.3754 hourly,€0.2507 hourly,€1.2273 hourly,€1.0062 hourly
C5A Eight Extra Large,c5a.8xlarge,c5a,"23.157,529",162.0 fps,64 GiB,0 units,32 vCPUs,EBS only,10 Gigabit,240,€1.193 hourly,€0.7516 hourly,€0.4101 hourly,€2.4546 hourly,€2.0132 hourly
C5AD 12xlarge Extra Large,c5ad.12xlarge,c5ad,N/A,N/A,96 GiB,0 units,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,240,€2.0569 hourly,€1.2959 hourly,€0.7576 hourly,€3.9493 hourly,€3.1883 hourly
C5AD Quadruple Extra Large,c5ad.4xlarge,c5ad,N/A,N/A,32 GiB,0 units,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,240,€0.6856 hourly,€0.432 hourly,€0.3253 hourly,€1.3164 hourly,€1.0628 hourly
C5AD Eight Extra Large,c5ad.8xlarge,c5ad,N/A,N/A,64 GiB,0 units,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,240,€1.3713 hourly,€0.8639 hourly,€0.5052 hourly,€2.6329 hourly,€2.1255 hourly
C5 High-CPU 12xlarge Extra Large,c5d.12xlarge,c5d,"27.476,302",178.0 fps,96 GiB,188 units,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,240,€2.2832 hourly,€1.4381 hourly,€0.843 hourly,€4.1756 hourly,€3.3305 hourly
C5 High-CPU Quadruple Extra Large,c5d.4xlarge,c5d,"23.032,187",90.0 fps,32 GiB,73 units,16 vCPUs,400 GB NVMe SSD,Up to 10 Gigabit,240,€0.7611 hourly,€0.4791 hourly,€0.269 hourly,€1.3919 hourly,€1.1099 hourly
C5 High-CPU 9xlarge,c5d.9xlarge,c5d,"23.778,385",164.0 fps,72 GiB,139 units,36 vCPUs,900 GB NVMe SSD,12 Gigabit,240,€1.7124 hourly,€1.079 hourly,€0.5675 hourly,€3.1317 hourly,€2.4983 hourly
