Name,API Name,Instance Family,CoreMark Score,FFmpeg FPS,Instance Memory,Compute Units (ECU),vCPUs,Instance Storage,Network Performance,Max IPs,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C5N Large,c5n.large,c5n,"22.984,983",12.0 fps,5.25 GiB,10 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.1054 hourly,€0.066 hourly,€0.0352 hourly,€0.1843 hourly,€0.1448 hourly
C6A Large,c6a.large,c6a,"27.401,014",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0748 hourly,€0.0493 hourly,€0.0291 hourly,€0.1537 hourly,€0.0493 hourly
C6G Large,c6g.large,c6g,"20.161,29",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.0665 hourly,€0.0419 hourly,€0.0313 hourly,unavailable,unavailable
C6GD Large,c6gd.large,c6gd,"19.875,447",N/A,4 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,30,€0.0763 hourly,€0.0477 hourly,€0.0313 hourly,unavailable,unavailable
C6GN Large,c6gn.large,c6gn,"20.336,226",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.0845 hourly,€0.0531 hourly,€0.0264 hourly,unavailable,unavailable
C6I Large,c6i.large,c6i,"26.714,159",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0831 hourly,€0.0548 hourly,€0.03 hourly,€0.162 hourly,€0.1337 hourly
C6ID Large,c6id.large,c6id,N/A,N/A,4 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.0999 hourly,€0.0629 hourly,€0.0294 hourly,€0.1787 hourly,€0.0629 hourly
C6IN Large,c6in.large,c6in,"25.389,303",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.1107 hourly,€0.0697 hourly,€0.0399 hourly,€0.1895 hourly,€0.1486 hourly
C7A Large,c7a.large,c7a,"32.209,577",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1004 hourly,€0.0662 hourly,€0.0364 hourly,€0.1792 hourly,€0.145 hourly
C7G Large,c7g.large,c7g,"25.982,462",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0707 hourly,€0.0466 hourly,€0.037 hourly,unavailable,unavailable
C7GD Large,c7gd.large,c7gd,"24.679,171",N/A,4 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.0899 hourly,€0.0567 hourly,€0.0448 hourly,unavailable,unavailable
C7GN Large,c7gn.large,c7gn,N/A,N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 30 Gigabit,30,unavailable,unavailable,unavailable,unavailable,unavailable
C7I-FLEX Large,c7i-flex.large,c7i-flex,"28.182,907",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0829 hourly,€0.0547 hourly,€0.0334 hourly,€0.1578 hourly,€0.1296 hourly
C7I Large,c7i.large,c7i,"26.650,676",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0873 hourly,€0.0575 hourly,€0.0273 hourly,€0.1661 hourly,€0.1364 hourly
C8G Large,c8g.large,c8g,"32.051,282",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0777 hourly,€0.0512 hourly,€0.0369 hourly,unavailable,unavailable
C8GD Large,c8gd.large,c8gd,N/A,N/A,4 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.0971 hourly,unavailable,€0.0474 hourly,unavailable,unavailable
C8GN Large,c8gn.large,c8gn,"30.501,754",N/A,4 GiB,0 units,2 vCPUs,EBS only,Up to 30 Gigabit,30,€0.1157 hourly,unavailable,€0.0261 hourly,unavailable,unavailable
G4AD Quadruple Extra Large,g4ad.4xlarge,g4ad,"24.867,889",101.0 fps,64 GiB,0 units,16 vCPUs,600 GB NVMe SSD,Up to 10 Gigabit,30,€0.9291 hourly,€0.634 hourly,€0.4202 hourly,€1.5598 hourly,€1.2648 hourly
G4DN Double Extra Large,g4dn.2xlarge,g4dn,"23.257,617",106.0 fps,32 GiB,0 units,8 vCPUs,225 GB NVMe SSD,Up to 25 Gigabit,30,€0.8056 hourly,€0.5502 hourly,€0.2509 hourly,€1.121 hourly,€0.8656 hourly
G4DN Quadruple Extra Large,g4dn.4xlarge,g4dn,"22.851,92",105.0 fps,64 GiB,0 units,16 vCPUs,225 GB NVMe SSD,Up to 25 Gigabit,30,€1.2899 hourly,€0.8802 hourly,€0.4899 hourly,€1.9207 hourly,€0.8802 hourly
G4DN Extra Large,g4dn.xlarge,g4dn,"22.867,597",102.0 fps,16 GiB,0 units,4 vCPUs,125 GB NVMe SSD,Up to 25 Gigabit,30,€0.5639 hourly,€0.3848 hourly,€0.2227 hourly,€0.7216 hourly,€0.5425 hourly
I3 High I/O Large,i3.large,i3,"21.198,417",12.0 fps,15.25 GiB,8 units,2 vCPUs,475 GB NVMe SSD,Up to 10 Gigabit,30,€0.1594 hourly,€0.108 hourly,€0.0478 hourly,€0.2383 hourly,€0.1868 hourly
I3EN Large,i3en.large,i3en,"19.745,936",12.0 fps,16 GiB,10 units,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,30,€0.2314 hourly,€0.1577 hourly,€0.0525 hourly,€0.3103 hourly,€0.2365 hourly
I4G Large,i4g.large,i4g,"19.368,584",13.0 fps,16 GiB,0 units,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,30,unavailable,unavailable,unavailable,unavailable,unavailable
I4I Large,i4i.large,i4i,"26.313,481",14.0 fps,16 GiB,0 units,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,30,€0.1757 hourly,€0.114 hourly,€0.0567 hourly,€0.2545 hourly,€0.114 hourly
I7I Large,i7i.large,i7i,"29.744,2",17.0 fps,16 GiB,0 units,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,30,€0.1929 hourly,unavailable,€0.0634 hourly,€0.2718 hourly,unavailable
I7IE Large,i7ie.large,i7ie,"30.227,462",17.0 fps,16 GiB,0 units,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,30,€0.2661 hourly,unavailable,€0.0723 hourly,€0.345 hourly,unavailable
I8G Large,i8g.large,i8g,"30.892,802",22.0 fps,16 GiB,0 units,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,30,€0.1754 hourly,unavailable,€0.0502 hourly,unavailable,unavailable
I8GE Large,i8ge.large,i8ge,"31.763,678",23.0 fps,16 GiB,0 units,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,30,€0.243 hourly,unavailable,unavailable,unavailable,unavailable
IM4GN Large,im4gn.large,im4gn,"20.157,226",13.0 fps,8 GiB,0 units,2 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,30,€0.1859 hourly,€0.1197 hourly,€0.0531 hourly,unavailable,unavailable
IS4GEN Large,is4gen.large,is4gen,"19.213,526",13.0 fps,12 GiB,0 units,2 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,30,€0.295 hourly,€0.2017 hourly,€0.0699 hourly,unavailable,unavailable
M1 General Purpose Large,m1.large,m1,"16.260,163",8.6 fps,7.5 GiB,4 units,2 vCPUs,840 GB (2×420 GB HDD),Moderate,30,unavailable,unavailable,unavailable,unavailable,unavailable
M3 General Purpose Large,m3.large,m3,"20.480,612",11.0 fps,7.5 GiB,6.5 units,2 vCPUs,32 GB SSD,Moderate,30,€0.1354 hourly,€0.1028 hourly,€0.0538 hourly,€0.2434 hourly,€0.198 hourly
M5 General Purpose Large,m5.large,m5,"21.005,461",11.0 fps,8 GiB,10 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.0986 hourly,€0.0617 hourly,€0.0335 hourly,€0.1774 hourly,€0.1406 hourly
M5A Large,m5a.large,m5a,"17.051,752",9.7 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.0891 hourly,€0.0566 hourly,€0.0474 hourly,€0.168 hourly,€0.1354 hourly
M5AD Large,m5ad.large,m5ad,"16.025,641",9.7 fps,8 GiB,0 units,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,30,€0.1071 hourly,€0.0677 hourly,€0.0475 hourly,€0.186 hourly,€0.1466 hourly
M5 General Purpose Large,m5d.large,m5d,"20.410,94",10.0 fps,8 GiB,10 units,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,30,€0.1166 hourly,€0.0737 hourly,€0.0525 hourly,€0.1954 hourly,€0.1526 hourly
M5DN Large,m5dn.large,m5dn,N/A,N/A,8 GiB,0 units,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,30,€0.1388 hourly,€0.0874 hourly,€0.0633 hourly,€0.2177 hourly,€0.1663 hourly
M5N Large,m5n.large,m5n,N/A,N/A,8 GiB,0 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.1208 hourly,€0.0763 hourly,€0.0446 hourly,€0.1997 hourly,€0.1551 hourly
M5ZN Large,m5zn.large,m5zn,"28.503,563",14.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.1696 hourly,€0.1064 hourly,€0.0717 hourly,€0.2485 hourly,€0.1852 hourly
M6A Large,m6a.large,m6a,"28.991,109",17.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0887 hourly,€0.0587 hourly,€0.0459 hourly,€0.1676 hourly,€0.1375 hourly
M6G Large,m6g.large,m6g,"19.744,636",13.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.0788 hourly,€0.0495 hourly,€0.037 hourly,unavailable,unavailable
M6GD Large,m6gd.large,m6gd,"19.807,21",13.0 fps,8 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,30,€0.0934 hourly,€0.0585 hourly,€0.0396 hourly,unavailable,unavailable
M6I Large,m6i.large,m6i,"25.372,124",14.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0986 hourly,€0.0652 hourly,€0.0423 hourly,€0.1774 hourly,€0.0652 hourly
M6ID Large,m6id.large,m6id,"24.673,082",14.0 fps,8 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.1224 hourly,€0.0771 hourly,€0.0441 hourly,€0.2012 hourly,€0.156 hourly
M6IDN Large,m6idn.large,m6idn,"26.824,034",14.0 fps,8 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,30,€0.1624 hourly,€0.1023 hourly,€0.0573 hourly,€0.2413 hourly,€0.1023 hourly
M6IN Large,m6in.large,m6in,"25.447,451",14.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.1414 hourly,€0.0891 hourly,€0.0501 hourly,€0.2202 hourly,€0.1679 hourly
M7A Large,m7a.large,m7a,"31.615,555",27.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.119 hourly,€0.0787 hourly,€0.0447 hourly,€0.1979 hourly,€0.1576 hourly
M7G Large,m7g.large,m7g,"25.958,294",19.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0838 hourly,€0.0555 hourly,€0.0366 hourly,unavailable,unavailable
M7GD Large,m7gd.large,m7gd,"24.945,432",19.0 fps,8 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.1101 hourly,€0.0694 hourly,€0.0402 hourly,unavailable,unavailable
M7I-FLEX Large,m7i-flex.large,m7i-flex,"33.108,928",19.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0983 hourly,€0.065 hourly,€0.0395 hourly,€0.1732 hourly,€0.1399 hourly
M7I Large,m7i.large,m7i,"29.764,119",17.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1035 hourly,€0.0685 hourly,€0.0466 hourly,€0.1823 hourly,€0.1473 hourly
M8G Large,m8g.large,m8g,"31.864,893",22.0 fps,8 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.0922 hourly,€0.061 hourly,€0.0405 hourly,unavailable,unavailable
M8GD Large,m8gd.large,m8gd,N/A,N/A,8 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.119 hourly,unavailable,€0.0463 hourly,unavailable,unavailable
R3 High-Memory Large,r3.large,r3,"21.607,606",11.0 fps,15.25 GiB,6.5 units,2 vCPUs,32 GB SSD,Moderate,30,€0.1714 hourly,€0.1251 hourly,€0.0525 hourly,€0.2785 hourly,€0.2391 hourly
R4 High-Memory Large,r4.large,r4,"20.807,324",11.0 fps,15.25 GiB,8 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.1372 hourly,€0.0864 hourly,€0.0525 hourly,€0.216 hourly,€0.1652 hourly
R5 Large,r5.large,r5,"20.157,226",10.0 fps,16 GiB,10 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.1303 hourly,€0.0823 hourly,€0.0454 hourly,€0.2091 hourly,€0.1611 hourly
R5A Large,r5a.large,r5a,"15.712,153",9.5 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.1174 hourly,€0.0737 hourly,€0.0553 hourly,€0.1963 hourly,€0.1526 hourly
R5AD Large,r5ad.large,r5ad,"15.931,177",9.6 fps,16 GiB,0 units,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,30,€0.1354 hourly,€0.0857 hourly,€0.048 hourly,€0.2143 hourly,€0.1646 hourly
R5B Large,r5b.large,r5b,N/A,N/A,16 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.1526 hourly,€0.0961 hourly,€0.0591 hourly,€0.2314 hourly,€0.175 hourly
R5D Large,r5d.large,r5d,"21.382,751",13.0 fps,16 GiB,10 units,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,30,€0.1483 hourly,€0.0934 hourly,€0.0549 hourly,€0.2271 hourly,€0.1723 hourly
R5DN Large,r5dn.large,r5dn,N/A,N/A,16 GiB,0 units,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,30,€0.1706 hourly,€0.1071 hourly,€0.0707 hourly,€0.2494 hourly,€0.186 hourly
R5N Large,r5n.large,r5n,"20.910,295",12.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.1526 hourly,€0.096 hourly,€0.0681 hourly,€0.2314 hourly,€0.1748 hourly
R6A Large,r6a.large,r6a,"28.107,652",17.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1172 hourly,€0.0776 hourly,€0.045 hourly,€0.1961 hourly,€0.0776 hourly
R6G Large,r6g.large,r6g,"19.494,444",13.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 10 Gigabit,30,€0.1042 hourly,€0.0657 hourly,€0.0445 hourly,unavailable,unavailable
R6GD Large,r6gd.large,r6gd,"19.637,363",13.0 fps,16 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,30,€0.1183 hourly,€0.0746 hourly,€0.0473 hourly,unavailable,unavailable
R6I Large,r6i.large,r6i,"24.465,829",14.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1303 hourly,€0.0862 hourly,€0.0543 hourly,€0.2091 hourly,€0.165 hourly
R6ID Large,r6id.large,r6id,N/A,N/A,16 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.1557 hourly,€0.0981 hourly,€0.0592 hourly,€0.2345 hourly,€0.1769 hourly
R6IDN Large,r6idn.large,r6idn,N/A,N/A,16 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,30,€0.1995 hourly,€0.1257 hourly,€0.0781 hourly,€0.2784 hourly,€0.1257 hourly
R6IN Large,r6in.large,r6in,N/A,N/A,16 GiB,0 units,2 vCPUs,EBS only,Up to 25 Gigabit,30,€0.1785 hourly,€0.1124 hourly,€0.0382 hourly,€0.2573 hourly,€0.1913 hourly
R7A Large,r7a.large,r7a,"33.844,765",27.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1573 hourly,€0.1041 hourly,€0.0486 hourly,€0.2362 hourly,€0.1829 hourly
R7G Large,r7g.large,r7g,"25.632,262",19.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1107 hourly,€0.0733 hourly,€0.0437 hourly,unavailable,unavailable
R7GD Large,r7gd.large,r7gd,"26.244,997",19.0 fps,16 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.1401 hourly,€0.0883 hourly,€0.053 hourly,unavailable,unavailable
R7I Large,r7i.large,r7i,"28.296,548",17.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1368 hourly,€0.0905 hourly,€0.0561 hourly,€0.2156 hourly,€0.1693 hourly
R7IZ Large,r7iz.large,r7iz,N/A,N/A,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1928 hourly,€0.1215 hourly,€0.0538 hourly,€0.2717 hourly,€0.2003 hourly
R8G Large,r8g.large,r8g,"31.024,587",22.0 fps,16 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.1218 hourly,€0.0806 hourly,€0.056 hourly,unavailable,unavailable
R8GB Large,r8gb.large,r8gb,N/A,N/A,16 GiB,0 units,2 vCPUs,EBS only,Up to 20 Gigabit,30,unavailable,unavailable,unavailable,unavailable,unavailable
R8GD Large,r8gd.large,r8gd,N/A,N/A,16 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,30,€0.1513 hourly,unavailable,€0.0547 hourly,unavailable,unavailable
R8GN Large,r8gn.large,r8gn,N/A,N/A,16 GiB,0 units,2 vCPUs,EBS only,Up to 30 Gigabit,30,unavailable,unavailable,unavailable,unavailable,unavailable
X1E Extra Large,x1e.xlarge,x1e,"20.722,525",23.0 fps,122 GiB,12 units,4 vCPUs,120 GB SSD,Up to 10 Gigabit,30,€1.0002 hourly,€0.6162 hourly,€0.2631 hourly,€1.1579 hourly,€0.7739 hourly
X2GD Large,x2gd.large,x2gd,"19.208,605",13.0 fps,32 GiB,0 units,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,30,unavailable,unavailable,unavailable,unavailable,unavailable
X8G Large,x8g.large,x8g,"31.720,856",22.0 fps,32 GiB,0 units,2 vCPUs,EBS only,Up to 12.5 Gigabit,30,€0.2341 hourly,€0.144 hourly,€0.065 hourly,unavailable,unavailable
Z1D Large,z1d.large,z1d,"28.688,917",13.0 fps,16 GiB,12 units,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,30,€0.1928 hourly,€0.1217 hourly,€0.0564 hourly,€0.2717 hourly,€0.2006 hourly
D3 Double Extra Large,d3.2xlarge,d3,"22.019,965",47.0 fps,64 GiB,0 units,8 vCPUs,11880 GB (6×1980 GB NVMe HDD),Up to 15 Gigabit,20,€1.1279 hourly,€0.7105 hourly,€0.3434 hourly,€1.4433 hourly,€1.0259 hourly
D3EN Double Extra Large,d3en.2xlarge,d3en,"19.878,081",40.0 fps,32 GiB,0 units,8 vCPUs,55920 GB (4×13980 GB NVMe HDD),Up to 25 Gigabit,20,€1.187 hourly,€0.7482 hourly,€0.3577 hourly,€1.5024 hourly,€0.7482 hourly
G6F Large,g6f.large,g6f,"30.045,82",17.0 fps,8 GiB,0 units,2 vCPUs,100 GB NVMe SSD,Up to 10 Gigabit,20,€0.2165 hourly,unavailable,€0.0633 hourly,€0.2954 hourly,unavailable
M4 General Purpose Large,m4.large,m4,"19.419,361",9.8 fps,8 GiB,6.5 units,2 vCPUs,EBS only,Moderate,20,€0.1028 hourly,€0.0702 hourly,€0.0399 hourly,€0.1817 hourly,€0.149 hourly
T2 Medium,t2.medium,t2,"21.385,8",N/A,4 GiB,0 units,2 vCPUs (4h 48m burst),EBS only,Low to Moderate,18,€0.0459 hourly,€0.0327 hourly,€0.0208 hourly,€0.0614 hourly,€0.0482 hourly
T3 Medium,t3.medium,t3,"21.318,931",N/A,4 GiB,0 units,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,18,€0.0411 hourly,€0.0259 hourly,€0.0141 hourly,€0.0569 hourly,€0.0417 hourly
T3A Medium,t3a.medium,t3a,"16.504,374",N/A,4 GiB,0 units,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,18,€0.037 hourly,€0.0233 hourly,€0.0164 hourly,€0.0528 hourly,€0.0391 hourly
T4G Medium,t4g.medium,t4g,"20.168,067",N/A,4 GiB,0 units,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,18,€0.0329 hourly,€0.0207 hourly,€0.0133 hourly,unavailable,unavailable
C1 High-CPU Medium,c1.medium,c1,"16.268,098",N/A,1.7 GiB,5 units,2 vCPUs,350 GB HDD,Moderate,12,unavailable,unavailable,unavailable,unavailable,unavailable
D3 Extra Large,d3.xlarge,d3,"21.685,702",23.0 fps,32 GiB,0 units,4 vCPUs,5940 GB (3×1980 GB NVMe HDD),Up to 15 Gigabit,12,€0.5639 hourly,€0.3557 hourly,€0.1582 hourly,€0.7216 hourly,€0.5134 hourly
D3EN Extra Large,d3en.xlarge,d3en,"22.086,432",21.0 fps,16 GiB,0 units,4 vCPUs,27960 GB (2×13980 GB NVMe HDD),Up to 25 Gigabit,12,€0.5939 hourly,€0.3737 hourly,€0.1749 hourly,€0.7516 hourly,€0.3737 hourly
M1 General Purpose Medium,m1.medium,m1,"10.781,143",N/A,3.75 GiB,2 units,1 vCPUs,410 GB HDD,Moderate,12,unavailable,unavailable,unavailable,unavailable,unavailable
M3 General Purpose Medium,m3.medium,m3,"25.314,319",N/A,3.75 GiB,3 units,1 vCPUs,4 GB SSD,Moderate,12,€0.0677 hourly,€0.0514 hourly,€0.024 hourly,€0.1217 hourly,€0.0994 hourly
T2 Small,t2.small,t2,"22.398,089",N/A,2 GiB,0 units,1 vCPUs (4h 48m burst),EBS only,Low to Moderate,12,€0.023 hourly,€0.0164 hourly,€0.0078 hourly,€0.0309 hourly,€0.0243 hourly
T3 Small,t3.small,t3,"20.330,713",N/A,2 GiB,0 units,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,12,€0.0206 hourly,€0.0129 hourly,€0.0091 hourly,€0.0363 hourly,€0.0287 hourly
T4G Small,t4g.small,t4g,"19.709,612",N/A,2 GiB,0 units,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,12,€0.0165 hourly,€0.0104 hourly,€0.0065 hourly,unavailable,unavailable
A1 Medium,a1.medium,a1,"6.755,235",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 10 Gigabit,8,€0.0249 hourly,€0.0157 hourly,€0.0249 hourly,unavailable,unavailable
C6G Medium,c6g.medium,c6g,"19.815,714",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 10 Gigabit,8,€0.0333 hourly,€0.0209 hourly,€0.0113 hourly,unavailable,unavailable
C6GD Medium,c6gd.medium,c6gd,"18.763,486",N/A,2 GiB,0 units,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,8,€0.0381 hourly,€0.0238 hourly,€0.0079 hourly,unavailable,unavailable
C6GN Medium,c6gn.medium,c6gn,"19.504,584",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 16 Gigabit,8,€0.0423 hourly,€0.0266 hourly,€0.011 hourly,unavailable,unavailable
C7A Medium,c7a.medium,c7a,"30.379,747",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 12.5 Gigabit,8,€0.0502 hourly,€0.0331 hourly,€0.012 hourly,€0.0896 hourly,€0.0725 hourly
C7G Medium,c7g.medium,c7g,"23.906,287",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 12.5 Gigabit,8,€0.0353 hourly,€0.0233 hourly,€0.0135 hourly,unavailable,unavailable
C7GD Medium,c7gd.medium,c7gd,"24.703,557",N/A,2 GiB,0 units,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,8,€0.045 hourly,€0.0283 hourly,€0.0128 hourly,unavailable,unavailable
C7GN Medium,c7gn.medium,c7gn,N/A,N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 25 Gigabit,8,unavailable,unavailable,unavailable,unavailable,unavailable
C8A Medium,c8a.medium,c8a,"45.717,769",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 12.5 Gigabit,8,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Medium,c8g.medium,c8g,"26.961,445",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 12.5 Gigabit,8,€0.0389 hourly,€0.0256 hourly,€0.0129 hourly,unavailable,unavailable
C8GD Medium,c8gd.medium,c8gd,N/A,N/A,2 GiB,0 units,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,8,€0.0486 hourly,unavailable,€0.0129 hourly,unavailable,unavailable
C8GN Medium,c8gn.medium,c8gn,"29.568,303",N/A,2 GiB,0 units,1 vCPUs,EBS only,Up to 25 Gigabit,8,€0.0579 hourly,unavailable,€0.0099 hourly,unavailable,unavailable
G4AD Double Extra Large,g4ad.2xlarge,g4ad,"24.089,13",54.0 fps,32 GiB,0 units,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,8,€0.5799 hourly,€0.3957 hourly,€0.1991 hourly,€0.8953 hourly,€0.7111 hourly
G4AD Extra Large,g4ad.xlarge,g4ad,"24.094,934",28.0 fps,16 GiB,0 units,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,8,€0.4056 hourly,€0.2768 hourly,€0.1186 hourly,€0.5633 hourly,€0.4345 hourly
IS4GEN Medium,is4gen.medium,is4gen,"19.419,361",7.0 fps,6 GiB,0 units,1 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,8,€0.1475 hourly,€0.1009 hourly,€0.0202 hourly,unavailable,unavailable
M1 General Purpose Small,m1.small,m1,"12.470,383",N/A,1.7 GiB,1 units,1 vCPUs,160 GB HDD,Low,8,unavailable,unavailable,unavailable,unavailable,unavailable
M6G Medium,m6g.medium,m6g,"19.521,718",N/A,4 GiB,0 units,1 vCPUs,EBS only,Up to 10 Gigabit,8,€0.0394 hourly,€0.0248 hourly,€0.0121 hourly,unavailable,unavailable
M6GD Medium,m6gd.medium,m6gd,"18.691,589",N/A,4 GiB,0 units,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,8,€0.0467 hourly,€0.0292 hourly,€0.0136 hourly,unavailable,unavailable
M7A Medium,m7a.medium,m7a,"29.693,415",N/A,4 GiB,0 units,1 vCPUs,EBS only,Up to 12.5 Gigabit,8,€0.0595 hourly,€0.0394 hourly,€0.0189 hourly,€0.0989 hourly,€0.0788 hourly
M7G Medium,m7g.medium,m7g,"25.365,689",N/A,4 GiB,0 units,1 vCPUs,EBS only,Up to 12.5 Gigabit,8,€0.0419 hourly,€0.0277 hourly,€0.014 hourly,unavailable,unavailable
M7GD Medium,m7gd.medium,m7gd,"25.742,234",N/A,4 GiB,0 units,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,8,€0.0551 hourly,€0.0347 hourly,€0.0148 hourly,unavailable,unavailable
